id;placette;longueur;largeur;fleur;sous-parcelle;date;JJ;etat;note
MMC1093;C1;57;40;0;6;2017-05-17;137;;
MMC1094;C1;60;41;0;6;2017-05-17;137;;
MMC1095;C1;74;62;0;6;2017-05-17;137;;
MMC1096;C1;56;46;0;6;2017-05-17;137;;
MMC1097;C1;81;60;1;6;2017-05-17;137;;
MMC1098;C1;65;38;0;6;2017-05-17;137;;
MMC1099;C1;59;45;0;6;2017-05-17;137;;
MMC1100;C1;74;69;0;6;2017-05-17;137;;
MMC1101;C1;69;59;1;7;2017-05-17;137;;
MMC1102;C1;61;42;0;7;2017-05-17;137;;
MMC1103;C1;53;41;0;7;2017-05-17;137;;
MMC1104;C1;69;60;0;7;2017-05-17;137;;
MMC1105;C1;59;49;0;7;2017-05-17;137;;
MMC1106;C1;50;33;0;7;2017-05-17;137;;
MMC1107;C1;50;32;0;7;2017-05-17;137;;
MMC1108;C1;55;32;0;7;2017-05-17;137;;
MMC1109;C1;75;52;0;7;2017-05-17;137;;
MMC1110;C1;62;52;0;7;2017-05-17;137;;
MMC1111;C1;69;52;0;7;2017-05-17;137;;
MMC1112;C1;65;51;0;7;2017-05-17;137;;
MMC1113;C1;52;42;0;7;2017-05-17;137;;
MMC1114;C1;77;67;1;7;2017-05-17;137;;
MMC1115;C1;89;70;0;7;2017-05-17;137;;
MMC1116;C1;82;73;1;7;2017-05-17;137;;
MMC1117;C1;57;43;0;7;2017-05-17;137;;
MMC1118;C1;55;40;0;7;2017-05-17;137;;
MMC1119;C1;54;36;0;7;2017-05-17;137;;
MMC1120;C1;56;32;0;7;2017-05-17;137;;
MMC1121;C1;62;42;0;7;2017-05-17;137;;
MMC1122;C1;79;73;1;7;2017-05-17;137;;
MMC1123;C1;101;95;1;7;2017-05-17;137;;
MMC1124;C1;69;43;0;7;2017-05-17;137;;
MMC1125;C1;56;28;0;7;2017-05-17;137;;
MMC1126;C1;55;45;0;7;2017-05-17;137;;
MMC1127;C1;52;42;0;8;2017-05-17;137;;
MMC1128;C1;57;48;0;8;2017-05-17;137;;
MMC1129;C1;50;36;0;8;2017-05-17;137;;
MMC1130;C1;55;39;0;8;2017-05-17;137;;
MMC1131;C1;64;50;0;8;2017-05-17;137;;
MMC1132;C1;69;68;1;8;2017-05-17;137;;
MMC1133;C1;61;52;0;8;2017-05-17;137;;
MMC1134;C1;67;59;1;8;2017-05-17;137;;
MMC1135;C1;53;32;0;8;2017-05-17;137;;
MMC1136;C1;55;30;0;8;2017-05-17;137;;
MMC1137;C1;56;43;0;8;2017-05-17;137;;
MMC1138;C1;68;51;0;8;2017-05-17;137;;
MMC1139;C1;52;28;0;8;2017-05-17;137;;
MMC1140;C1;71;53;0;8;2017-05-17;137;;
MMC1141;C1;57;34;0;8;2017-05-17;137;;
MMC1142;C1;65;42;0;8;2017-05-17;137;;
MMC1143;C1;65;45;0;8;2017-05-17;137;;
MMC1144;C1;76;56;0;8;2017-05-17;137;;
MMC1145;C1;51;24;0;8;2017-05-17;137;;
MMC1146;C1;62;36;0;8;2017-05-17;137;;
MMC1147;C1;61;39;0;8;2017-05-17;137;;
MMC1148;C1;62;45;0;8;2017-05-17;137;;
MMC1149;C1;65;55;1;8;2017-05-17;137;;
MMC1150;C1;57;36;0;8;2017-05-17;137;;
MMC1151;C1;56;38;0;8;2017-05-17;137;;
MMC1152;C1;55;32;0;8;2017-05-17;137;;
MMC1153;C1;63;40;0;9;2017-05-17;137;;
MMC1154;C1;54;35;0;9;2017-05-17;137;;
MMC1155;C1;71;52;0;9;2017-05-17;137;;
MMC1156;C1;57;44;0;9;2017-05-17;137;;
MMC1157;C1;53;44;0;9;2017-05-17;137;;
MMC1158;C1;91;92;1;9;2017-05-17;137;;
MMC1159;C1;75;56;0;9;2017-05-17;137;;
MMC1160;C1;73;51;0;9;2017-05-17;137;;
MMC1161;C1;60;50;1;9;2017-05-17;137;;
MMC1162;C1;71;50;0;9;2017-05-17;137;;
MMC1163;C1;74;75;1;9;2017-05-17;137;;
MMC1164;C1;55;31;0;9;2017-05-17;137;;
MMC1165;C1;57;38;0;9;2017-05-17;137;;
MMC1166;C1;77;58;0;9;2017-05-17;137;;
MMC1167;C1;52;21;0;9;2017-05-17;137;;
MMC1168;C1;52;27;0;9;2017-05-17;137;;
MMC1169;C1;61;32;0;9;2017-05-17;137;;
MMC1170;C1;61;33;0;9;2017-05-17;137;;
MMC1171;C1;75;48;0;9;2017-05-17;137;;
MMC1172;C1;55;30;0;9;2017-05-17;137;;
MMC1173;C1;52;35;0;9;2017-05-17;137;;
MMC1174;C1;76;54;0;9;2017-05-17;137;;
MMC1175;C1;56;32;0;9;2017-05-17;137;;
MMC1176;C1;52;32;0;9;2017-05-17;137;;
MMC1177;C1;73;65;0;9;2017-05-17;137;;
MMC1178;C1;62;48;0;9;2017-05-17;137;;
MMC1179;C1;68;50;0;9;2017-05-17;137;;
MMC1180;C1;56;41;0;9;2017-05-17;137;;
MMC1181;C1;50;30;0;9;2017-05-17;137;;
MMC1182;C1;55;34;0;9;2017-05-17;137;;
MMC1183;C1;58;43;0;9;2017-05-17;137;;
MMC1184;C1;54;34;0;9;2017-05-17;137;;
MMC1185;C1;50;32;0;9;2017-05-17;137;;
MMC1186;C1;55;38;0;9;2017-05-17;137;;
MMC1187;C1;63;70;0;9;2017-05-17;137;;
MMC1188;C1;76;70;0;9;2017-05-17;137;;
MMC1189;C1;NA;NA;NA;9;2017-05-17;137;B;
MMC1190;C1;59;35;0;9;2017-05-17;137;;
MMC1191;C1;58;35;0;9;2017-05-17;137;;
MMC1192;C1;55;35;0;9;2017-05-17;137;;
MMC1193;C1;77;63;0;9;2017-05-17;137;;
MMC1194;C1;67;43;0;9;2017-05-17;137;;
MMC1195;C1;60;41;0;9;2017-05-17;137;;
MMC1196;C1;60;40;0;9;2017-05-17;137;;
MMC1197;C1;52;29;0;9;2017-05-17;137;;
MMC1198;C1;68;50;0;9;2017-05-17;137;;
MMC1199;C1;66;56;1;10;2017-05-17;137;;
MMC1200;C1;54;52;0;10;2017-05-17;137;;
MMC1201;C1;57;45;0;10;2017-05-17;137;;
MMC1202;C1;62;59;1;10;2017-05-17;137;;
MMC1203;C1;51;32;0;10;2017-05-17;137;;
MMC1204;C1;60;52;0;10;2017-05-17;137;;
MMC1205;C1;61;49;0;10;2017-05-17;137;;
MMC1206;C1;70;65;0;10;2017-05-17;137;;
MMC1207;C1;54;46;0;10;2017-05-17;137;;
MMB5001;B5;62;46;0;1;2017-05-23;143;;
MMB5002;B5;102;82;1;1;2017-05-23;143;;
MMB5003;B5;140;135;1;1;2017-05-23;143;;
MMB5004;B5;77;48;0;1;2017-05-23;143;;
MMB5005;B5;69;46;0;1;2017-05-23;143;;
MMB5006;B5;60;33;0;1;2017-05-23;143;;
MMB5007;B5;NA;NA;NA;1;2017-05-23;143;B;
MMB5008;B5;70;55;1;1;2017-05-23;143;;
MMB5009;B5;50;32;0;1;2017-05-23;143;;
MMB5010;B5;70;50;1;1;2017-05-23;143;;
MMB5011;B5;69;53;0;1;2017-05-23;143;;
MMB5012;B5;56;32;0;1;2017-05-23;143;;
MMB5013;B5;77;65;1;1;2017-05-23;143;;
MMB5014;B5;52;32;0;2;2017-05-23;143;;
MMB5015;B5;97;89;1;2;2017-05-23;143;;
MMB5016;B5;53;39;1;2;2017-05-23;143;;
MMB5017;B5;53;41;0;3;2017-05-23;143;;
MMB5018;B5;79;60;0;3;2017-05-23;143;;
MMB5019;B5;61;34;0;3;2017-05-23;143;;
MMB5020;B5;76;53;0;3;2017-05-23;143;;
MMB5021;B5;83;76;1;3;2017-05-23;143;;
MMB5022;B5;51;40;0;3;2017-05-23;143;;
MMB5023;B5;65;41;0;3;2017-05-23;143;;
MMB5024;B5;73;62;1;3;2017-05-23;143;;
MMB5025;B5;50;31;0;4;2017-05-23;143;;
MMB5026;B5;105;104;1;4;2017-05-23;143;;
MMB5027;B5;88;76;0;4;2017-05-23;143;;
MMB5028;B5;93;86;1;4;2017-05-23;143;;
MMB5029;B5;NA;NA;NA;4;2017-05-23;143;B;
MMB5030;B5;NA;NA;NA;4;2017-05-23;143;B;
MMB5031;B5;96;96;1;4;2017-05-23;143;;
MMB5032;B5;73;50;0;4;2017-05-23;143;;
MMB5033;B5;50;44;0;4;2017-05-23;143;;
MMB5034;B5;98;80;0;5;2017-05-23;143;;
MMB5035;B5;58;39;0;5;2017-05-23;143;;
MMB5036;B5;79;69;0;5;2017-05-23;143;;
MMB5037;B5;49;30;0;5;2017-05-23;143;;
MMB5038;B5;53;30;0;5;2017-05-23;143;;
MMB5039;B5;92;79;0;5;2017-05-23;143;;
MMB5040;B5;69;46;0;5;2017-05-23;143;;
MMB5041;B5;64;51;0;5;2017-05-23;143;;
MMB5042;B5;84;87;1;5;2017-05-23;143;;
MMB5043;B5;77;78;1;5;2017-05-23;143;;
MMB5044;B5;69;44;0;5;2017-05-23;143;;
MMB5045;B5;79;55;0;5;2017-05-23;143;;
MMB5046;B5;101;103;1;5;2017-05-23;143;;
MMB5047;B5;81;62;1;5;2017-05-23;143;;
MMB5048;B5;113;93;1;5;2017-05-23;143;;
MMB5049;B5;NA;NA;NA;5;2017-05-23;143;B;
MMB5050;B5;77;79;1;5;2017-05-23;143;;
MMB5051;B5;80;79;0;5;2017-05-23;143;;
MMB5052;B5;93;92;0;5;2017-05-23;143;;
MMB5053;B5;80;64;1;5;2017-05-23;143;;
MMB5054;B5;62;32;0;5;2017-05-23;143;;
MMB5055;B5;79;76;1;5;2017-05-23;143;;
MMB5056;B5;99;92;0;5;2017-05-23;143;;
MMB5057;B5;88;72;0;5;2017-05-23;143;;
MMB5058;B5;85;62;0;5;2017-05-23;143;;
MMB5059;B5;94;81;1;5;2017-05-23;143;;
MMB5060;B5;52;30;0;5;2017-05-23;143;;
MMB5061;B5;73;52;0;5;2017-05-23;143;;
MMB5062;B5;86;78;1;5;2017-05-23;143;;
MMB5063;B5;69;55;0;6;2017-05-23;143;;
MMB5064;B5;91;78;0;6;2017-05-23;143;;
MMB5065;B5;79;62;0;6;2017-05-23;143;;
MMB5066;B5;64;39;0;7;2017-05-23;143;;
MMB5067;B5;71;69;0;7;2017-05-23;143;;
MMB5068;B5;62;40;0;7;2017-05-23;143;;
MMB5069;B5;60;44;0;7;2017-05-23;143;;
MMB5070;B5;97;98;1;7;2017-05-23;143;;
MMB5071;B5;63;46;0;7;2017-05-23;143;;
MMB5072;B5;84;67;1;7;2017-05-23;143;;
MMB5073;B5;61;50;0;7;2017-05-23;143;;
MMB5074;B5;86;72;0;7;2017-05-23;143;;
MMB5075;B5;92;89;1;7;2017-05-23;143;;
MMB5076;B5;67;73;0;7;2017-05-23;143;;
MMB5077;B5;83;82;1;7;2017-05-23;143;;
MMB5078;B5;94;89;1;7;2017-05-23;143;;
MMB5079;B5;80;75;1;7;2017-05-23;143;;
MMB5080;B5;87;79;1;7;2017-05-23;143;;
MMB5081;B5;101;105;1;7;2017-05-23;143;;
MMB5082;B5;67;53;0;7;2017-05-23;143;;
MMB5083;B5;82;67;0;7;2017-05-23;143;;
MMB5084;B5;110;104;1;7;2017-05-23;143;;
MMB5085;B5;68;61;1;7;2017-05-23;143;;
MMB5086;B5;NA;NA;NA;7;2017-05-23;143;B;
MMB5087;B5;NA;NA;NA;7;2017-05-23;143;B;
MMB5088;B5;NA;NA;NA;7;2017-05-23;143;B;
MMB5089;B5;102;111;0;8;2017-05-23;143;;
MMB5090;B5;85;58;0;8;2017-05-23;143;;
MMB5091;B5;55;29;0;8;2017-05-23;143;;
MMB5092;B5;81;62;0;8;2017-05-23;143;;
MMB5093;B5;96;80;0;8;2017-05-23;143;;
MMB5094;B5;81;60;0;8;2017-05-23;143;;
MMB5095;B5;105;99;0;8;2017-05-23;143;;
MMB5096;B5;67;39;0;8;2017-05-23;143;;
MMB5097;B5;76;65;1;8;2017-05-23;143;;
MMB5098;B5;81;64;1;8;2017-05-23;143;;
MMB5099;B5;50;28;0;8;2017-05-23;143;;
MMB5100;B5;77;59;0;8;2017-05-23;143;;
MMB5101;B5;80;79;1;8;2017-05-23;143;;
MMB5102;B5;73;62;1;9;2017-05-23;143;;
MMB5103;B5;79;57;0;9;2017-05-23;143;;
MMB5104;B5;104;100;1;9;2017-05-23;143;;
MMB5105;B5;94;81;1;9;2017-05-23;143;;
MMB5106;B5;77;52;0;9;2017-05-23;143;;
MMB5107;B5;73;64;0;9;2017-05-23;143;;
MMB5108;B5;61;44;0;9;2017-05-23;143;;
MMB5109;B5;106;106;1;9;2017-05-23;143;;
MMB5110;B5;70;46;0;9;2017-05-23;143;;
MMB5111;B5;82;70;1;9;2017-05-23;143;;
MMB5112;B5;90;82;1;9;2017-05-23;143;;
MMB5113;B5;55;37;0;9;2017-05-23;143;;
MMB5114;B5;NA;NA;NA;9;2017-05-23;143;B;
MMB5115;B5;NA;NA;NA;9;2017-05-23;143;B;
MMB5116;B5;NA;NA;NA;9;2017-05-23;143;B;
MMB5117;B5;58;36;0;9;2017-05-23;143;;
MMB5118;B5;NA;NA;NA;10;2017-05-23;143;B;
MMB5119;B5;82;60;0;10;2017-05-23;143;;
MMB5120;B5;81;89;1;10;2017-05-23;143;;
MMB5121;B5;101;98;1;10;2017-05-23;143;;
MMB5122;B5;55;38;1;10;2017-05-23;143;;
MMB5123;B5;58;35;0;10;2017-05-23;143;;
MMB5124;B5;61;52;0;10;2017-05-23;143;;
MMB5125;B5;99;75;0;10;2017-05-23;143;;
MMB5126;B5;53;21;0;10;2017-05-23;143;;
MMB5127;B5;75;56;0;10;2017-05-23;143;;
MMB5128;B5;101;108;1;10;2017-05-23;143;;
MMB5129;B5;67;52;0;10;2017-05-23;143;;
MMB5130;B5;56;32;0;10;2017-05-23;143;;
MMB5131;B5;87;76;0;11;2017-05-23;143;;
MMB5132;B5;79;80;0;11;2017-05-23;143;;
MMB5133;B5;93;75;0;11;2017-05-23;143;;
MMB5134;B5;86;80;0;11;2017-05-23;143;;
MMB5135;B5;107;103;0;11;2017-05-23;143;;
MMB5136;B5;128;143;1;11;2017-05-23;143;;
MMB5137;B5;98;88;0;11;2017-05-23;143;;
MMB5138;B5;77;68;1;11;2017-05-23;143;;
MMB5139;B5;80;68;1;11;2017-05-23;143;;
MMB5140;B5;92;86;0;11;2017-05-23;143;;
MMB5141;B5;61;36;0;11;2017-05-23;143;;
MMB5142;B5;96;77;0;12;2017-05-23;143;;
MMB5143;B5;56;30;0;13;2017-05-23;143;;
MMB5144;B5;96;76;0;13;2017-05-23;143;;
MMB5145;B5;84;70;0;13;2017-05-23;143;;
MMB5146;B5;65;55;0;13;2017-05-23;143;;
MMB5147;B5;68;55;0;13;2017-05-23;143;;
MMB5148;B5;79;52;0;13;2017-05-23;143;;
MMB5149;B5;123;100;1;13;2017-05-23;143;;
MMB5150;B5;102;81;1;13;2017-05-23;143;;
MMB5151;B5;91;80;1;13;2017-05-23;143;;
MMB5152;B5;128;115;1;13;2017-05-23;143;;
MMB5153;B5;86;68;0;13;2017-05-23;143;;
MMB5154;B5;101;75;0;13;2017-05-23;143;;
MMB5155;B5;90;87;0;13;2017-05-23;143;;
MMB5156;B5;99;125;1;13;2017-05-23;143;;
MMB5157;B5;89;86;1;13;2017-05-23;143;;
MMB5158;B5;98;98;1;13;2017-05-23;143;;
MMB5159;B5;94;90;1;13;2017-05-23;143;;
MMB5160;B5;125;106;1;13;2017-05-23;143;;
MMB5161;B5;76;47;0;13;2017-05-23;143;;
MMB5162;B5;67;38;0;13;2017-05-23;143;;
MMB5163;B5;87;68;0;13;2017-05-23;143;;
MMB5164;B5;81;57;0;13;2017-05-23;143;;
MMB5165;B5;86;58;0;13;2017-05-23;143;;
MMB5166;B5;77;73;1;14;2017-05-23;143;;
MMB5167;B5;NA;NA;NA;14;2017-05-23;143;B;
MMB5168;B5;72;51;0;14;2017-05-23;143;;
MMB5169;B5;81;58;0;14;2017-05-23;143;;
MMB5170;B5;64;40;0;14;2017-05-23;143;;
MMB5171;B5;90;63;0;14;2017-05-23;143;;
MMB5172;B5;NA;NA;NA;14;2017-05-23;143;B;
MMB5173;B5;75;68;1;14;2017-05-23;143;;
MMB5174;B5;84;74;1;14;2017-05-23;143;;
MMB5175;B5;81;76;1;14;2017-05-23;143;;
MMB5176;B5;75;49;0;14;2017-05-23;143;;
MMB5177;B5;70;52;0;14;2017-05-23;143;;
MMB5178;B5;71;50;0;14;2017-05-23;143;;
MMB5179;B5;80;60;0;14;2017-05-23;143;;
MMB5180;B5;103;81;1;15;2017-05-23;143;;
MMB5181;B5;NA;NA;NA;15;2017-05-23;143;B;
MMB5182;B5;84;72;0;15;2017-05-23;143;;
MMB5183;B5;74;49;0;15;2017-05-23;143;;
MMB5184;B5;61;58;1;14;2017-05-23;143;;
MMB5185;B5;71;53;0;15;2017-05-23;143;;
MMB5186;B5;95;87;1;15;2017-05-23;143;;
MMB5187;B5;72;52;0;15;2017-05-23;143;;
MMB5188;B5;NA;NA;NA;15;2017-05-23;143;B;
MMB5189;B5;85;58;0;15;2017-05-23;143;;
MMB5190;B5;75;52;0;15;2017-05-23;143;;
MMB5191;B5;67;53;0;15;2017-05-23;143;;
MMB5192;B5;80;56;0;15;2017-05-23;143;;
MMB5193;B5;53;39;0;15;2017-05-23;143;;
MMB5194;B5;83;78;1;15;2017-05-23;143;;
MMB5195;B5;102;73;0;15;2017-05-23;143;;
MMB5196;B5;54;44;0;15;2017-05-23;143;;
MMB5197;B5;50;21;0;16;2017-05-23;143;;
MMB5198;B5;91;81;0;16;2017-05-23;143;;
MMB5199;B5;81;65;0;16;2017-05-23;143;;
MMB5200;B5;52;33;0;16;2017-05-23;143;;
MMB5201;B5;61;42;0;16;2017-05-23;143;;
MMB5202;B5;67;51;0;16;2017-05-23;143;;
MMB5203;B5;71;56;0;16;2017-05-23;143;;
MMB5204;B5;52;39;0;16;2017-05-23;143;;
MMB5205;B5;68;58;0;16;2017-05-23;143;;
MMB5206;B5;57;34;0;16;2017-05-23;143;;
MMB5207;B5;71;45;0;16;2017-05-23;143;;
MMB5208;B5;92;73;0;16;2017-05-23;143;;
MMB5209;B5;65;48;0;16;2017-05-23;143;;
MMB5210;B5;55;39;0;16;2017-05-23;143;;
MMB5211;B5;91;86;0;16;2017-05-23;143;;
MMB5212;B5;72;50;0;16;2017-05-23;143;;
MMB5213;B5;50;36;0;16;2017-05-23;143;;
MMB5214;B5;66;52;0;16;2017-05-23;143;;
MMB5215;B5;98;96;1;16;2017-05-23;143;;
MMB5216;B5;88;62;0;16;2017-05-23;143;;
MMB5217;B5;70;48;0;16;2017-05-23;143;;
MMB5218;B5;79;60;0;16;2017-05-23;143;;
MMB5219;B5;54;31;0;16;2017-05-23;143;;
MMB5220;B5;54;29;0;16;2017-05-23;143;;
MMA5001;A5;68;52;0;1;2017-05-27;147;;
MMA5002;A5;59;39;0;1;2017-05-27;147;;
MMA5003;A5;61;35;0;2;2017-05-27;147;;
MMA5004;A5;51;33;0;2;2017-05-27;147;;
MMA5005;A5;60;38;0;2;2017-05-27;147;;
MMA5006;A5;66;53;0;2;2017-05-27;147;;
MMA5007;A5;67;44;0;2;2017-05-27;147;;
MMA5008;A5;68;49;0;2;2017-05-27;147;;
MMA5009;A5;61;48;0;2;2017-05-27;147;;
MMA5010;A5;83;60;1;2;2017-05-27;147;;
MMA5011;A5;68;47;0;2;2017-05-27;147;;
MMA5012;A5;73;59;0;2;2017-05-27;147;;
MMA5013;A5;52;35;0;2;2017-05-27;147;;
MMA5014;A5;80;60;0;2;2017-05-27;147;;
MMA5015;A5;61;44;0;2;2017-05-27;147;;
MMA5016;A5;60;49;1;2;2017-05-27;147;;
MMA5017;A5;54;41;0;2;2017-05-27;147;;
MMA5018;A5;53;38;0;2;2017-05-27;147;;
MMA5019;A5;51;32;0;2;2017-05-27;147;;
MMA5020;A5;52;33;0;2;2017-05-27;147;;
MMA5021;A5;110;103;0;3;2017-05-27;147;;
MMA5022;A5;75;69;0;3;2017-05-27;147;;
MMA5023;A5;116;127;1;3;2017-05-27;147;;
MMA5024;A5;105;108;0;3;2017-05-27;147;;
MMA5025;A5;72;41;0;3;2017-05-27;147;;
MMA5026;A5;72;45;0;3;2017-05-27;147;;
MMA5027;A5;82;63;0;4;2017-05-27;147;;
MMA5028;A5;59;36;0;4;2017-05-27;147;;
MMA5029;A5;78;52;0;4;2017-05-27;147;;
MMA5030;A5;90;62;0;4;2017-05-27;147;;
MMA5031;A5;82;53;0;4;2017-05-27;147;;
MMA5032;A5;94;82;0;5;2017-05-27;147;;
MMA5033;A5;72;42;0;5;2017-05-27;147;;
MMA5034;A5;55;37;0;5;2017-05-27;147;;
MMA5035;A5;71;44;0;6;2017-05-27;147;;
MMA5036;A5;64;40;0;6;2017-05-27;147;;
MMA5037;A5;94;76;1;6;2017-05-27;147;;
MMA5038;A5;55;34;0;6;2017-05-27;147;;
MMA5039;A5;53;38;0;6;2017-05-27;147;;
MMA5040;A5;50;34;0;6;2017-05-27;147;;
MMA5041;A5;55;45;0;6;2017-05-27;147;;
MMA5042;A5;99;92;1;6;2017-05-27;147;;
MMA5043;A5;80;50;0;6;2017-05-27;147;;
MMA5044;A5;75;56;0;6;2017-05-27;147;;
MMA5045;A5;86;70;1;6;2017-05-27;147;;
MMA5046;A5;102;109;1;6;2017-05-27;147;;
MMA5047;A5;67;49;0;6;2017-05-27;147;;
MMA5048;A5;51;22;0;7;2017-05-27;147;;
MMA5049;A5;74;45;0;7;2017-05-27;147;;
MMA5050;A5;98;71;1;7;2017-05-27;147;;
MMA5051;A5;86;68;0;7;2017-05-27;147;;
MMA5052;A5;74;58;0;7;2017-05-27;147;;
MMA5053;A5;53;33;0;7;2017-05-27;147;;
MMA5054;A5;91;77;1;7;2017-05-27;147;;
MMA5055;A5;83;76;1;7;2017-05-27;147;;
MMA5056;A5;61;45;0;7;2017-05-27;147;;
MMA5057;A5;63;50;0;8;2017-05-27;147;;
MMA5058;A5;56;39;0;8;2017-05-27;147;;
MMA5059;A5;105;91;0;8;2017-05-27;147;;
MMA5060;A5;112;93;0;8;2017-05-27;147;;
MMA5061;A5;72;49;0;8;2017-05-27;147;;
MMA5062;A5;88;71;1;9;2017-05-27;147;;
MMA5063;A5;81;63;0;9;2017-05-27;147;;
MMA5064;A5;62;40;0;9;2017-05-27;147;;
MMA5065;A5;62;43;0;9;2017-05-27;147;;
MMA5066;A5;72;54;0;9;2017-05-27;147;;
MMA5067;A5;61;46;0;9;2017-05-27;147;;
MMA5068;A5;75;50;0;9;2017-05-27;147;;
MMA5069;A5;67;50;0;9;2017-05-27;147;;
MMA5070;A5;60;45;0;9;2017-05-27;147;;manque deux feuilles
MMA5071;A5;66;57;0;9;2017-05-27;147;;
MMA5072;A5;90;79;0;9;2017-05-27;147;;
MMA5073;A5;51;22;0;9;2017-05-27;147;;
MMA5074;A5;80;70;0;9;2017-05-27;147;;
MMA5075;A5;98;86;0;9;2017-05-27;147;;
MMA5076;A5;76;56;0;9;2017-05-27;147;;
MMA5077;A5;92;90;1;9;2017-05-27;147;;
MMA5078;A5;92;77;0;9;2017-05-27;147;;
MMA5079;A5;112;115;1;9;2017-05-27;147;;
MMA5080;A5;65;38;0;9;2017-05-27;147;;
MMA5081;A5;50;24;0;9;2017-05-27;147;;
MMA5082;A5;86;60;0;9;2017-05-27;147;;
MMA5083;A5;55;34;0;9;2017-05-27;147;;
MMA5084;A5;50;21;0;9;2017-05-27;147;;
MMA5085;A5;84;63;0;9;2017-05-27;147;;
MMA5086;A5;97;75;0;9;2017-05-27;147;;
MMA5087;A5;78;50;0;9;2017-05-27;147;;
MMA5088;A5;82;55;0;9;2017-05-27;147;;
MMA5089;A5;89;75;1;9;2017-05-27;147;;
MMA5090;A5;93;62;0;9;2017-05-27;147;;
MMA5091;A5;100;93;1;10;2017-05-27;147;;
MMA5092;A5;112;105;1;10;2017-05-27;147;;
MMA5093;A5;57;28;0;11;2017-05-27;147;;
MMA5094;A5;63;41;0;10;2017-05-27;147;;
MMA5095;A5;100;60;0;10;2017-05-27;147;;
MMA5096;A5;72;42;0;10;2017-05-27;147;;
MMA5097;A5;55;32;0;10;2017-05-27;147;;
MMA5098;A5;NA;NA;NA;10;2017-05-27;147;B;
MMA5099;A5;NA;NA;NA;10;2017-05-27;147;B;
MMA5100;A5;57;43;0;10;2017-05-27;147;;
MMA5101;A5;61;34;0;10;2017-05-27;147;;
MMA5102;A5;NA;NA;NA;10;2017-05-27;147;B;
MMA5103;A5;NA;NA;NA;10;2017-05-27;147;B;
MMA5104;A5;NA;NA;NA;10;2017-05-27;147;B;
MMA5105;A5;56;39;0;10;2017-05-27;147;;
MMA5106;A5;59;31;0;10;2017-05-27;147;;
MMA5107;A5;60;47;0;10;2017-05-27;147;;
MMA5108;A5;81;63;0;10;2017-05-27;147;;
MMA5109;A5;91;73;0;10;2017-05-27;147;;
MMA5110;A5;62;56;0;10;2017-05-27;147;;
MMA5111;A5;59;49;0;10;2017-05-27;147;;
MMA5112;A5;63;45;0;10;2017-05-27;147;;
MMA5113;A5;56;45;1;10;2017-05-27;147;;
MMA5114;A5;83;60;0;11;2017-05-27;147;;
MMA5115;A5;89;72;1;11;2017-05-27;147;;
MMA5116;A5;69;50;0;11;2017-05-27;147;;
MMA5117;A5;75;48;0;11;2017-05-27;147;;
MMA5118;A5;61;41;0;11;2017-05-27;147;;
MMA5119;A5;63;72;0;11;2017-05-27;147;;
MMA5120;A5;83;75;1;11;2017-05-27;147;;
MMA5121;A5;78;76;1;11;2017-05-27;147;;
MMA5122;A5;82;85;0;11;2017-05-27;147;;
MMA5123;A5;83;85;1;11;2017-05-27;147;;
MMA5124;A5;81;62;0;11;2017-05-27;147;;
MMA5125;A5;91;88;0;11;2017-05-27;147;;
MMA5126;A5;72;81;0;11;2017-05-27;147;;
MMA5127;A5;70;81;0;11;2017-05-27;147;;
MMA5128;A5;67;58;0;11;2017-05-27;147;;
MMA5129;A5;50;32;0;11;2017-05-27;147;;
MMA5130;A5;91;78;1;11;2017-05-27;147;;
MMA5131;A5;82;61;0;13;2017-05-27;147;;
MMA5132;A5;78;71;0;13;2017-05-27;147;;
MMA5133;A5;77;42;0;11;2017-05-27;147;;
MMA5134;A5;62;36;0;11;2017-05-27;147;;
MMA5135;A5;73;44;0;11;2017-05-27;147;;
MMA5136;A5;66;59;0;11;2017-05-27;147;;
MMA5137;A5;57;39;0;11;2017-05-27;147;;
MMA5138;A5;72;51;0;11;2017-05-27;147;;
MMA5139;A5;64;42;0;11;2017-05-27;147;;
MMA5140;A5;55;32;0;11;2017-05-27;147;;
MMA5141;A5;72;51;0;11;2017-05-27;147;;
MMA5142;A5;72;43;0;11;2017-05-27;147;;
MMA5143;A5;51;38;0;11;2017-05-27;147;;
MMA5144;A5;61;33;0;11;2017-05-27;147;;
MMA5145;A5;83;64;0;11;2017-05-27;147;;
MMA5146;A5;114;95;1;11;2017-05-27;147;;
MMA5147;A5;85;65;0;11;2017-05-27;147;;
MMA5148;A5;50;24;0;11;2017-05-27;147;;
MMA5149;A5;72;45;0;11;2017-05-27;147;;
MMA5150;A5;70;44;0;11;2017-05-27;147;;
MMA5151;A5;78;50;0;13;2017-05-27;147;;
MMA5152;A5;62;40;0;14;2017-05-27;147;;
MMA5153;A5;50;29;0;14;2017-05-27;147;;
MMA5154;A5;70;38;0;14;2017-05-27;147;;
MMA5155;A5;95;62;0;14;2017-05-27;147;;
MMA5156;A5;92;69;0;14;2017-05-27;147;;
MMA5157;A5;72;55;0;14;2017-05-27;147;;
MMA5158;A5;75;61;0;14;2017-05-27;147;;
MMA5159;A5;74;50;0;14;2017-05-27;147;;
MMA5160;A5;50;29;0;14;2017-05-27;147;;
