date;site_id;zone_id;note;temp_min;temp_max;hum_min;hum_max;vent_min;vent_max;pres_min;pres_max;prec_tot;prec_nat
"2024-06-14";"MF";"A";"Observation meteo du 2024-06-14 (ete)";"15";"27";"44";"61";"3";"13";"991";"1043";;
"2024-06-14";"MF";"B";"Observation meteo du 2024-06-14 (ete)";"11";"25";"44";"70";"1";"10";"983";"1045";;
"2024-06-13";"MF";"A";"Observation meteo du 2024-06-13 (ete)";"13";"28";"41";"62";"0";"13";"997";"1025";"19";"P"
"2024-06-13";"MF";"B";"Observation meteo du 2024-06-13 (ete)";"12";"25";"42";"60";"4";"12";"984";"998";"9";"P"
"2024-06-12";"MF";"A";"Observation meteo du 2024-06-12 (ete)";"14";"28";"44";"60";"5";"13";"983";"1012";"21";"P"
"2024-06-12";"MF";"B";"Observation meteo du 2024-06-12 (ete)";"15";"29";"40";"68";"3";"14";"986";"1014";;
"2024-06-11";"MF";"A";"Observation meteo du 2024-06-11 (ete)";"13";"28";"40";"68";"5";"12";"995";"1010";;
"2024-06-11";"MF";"B";"Observation meteo du 2024-06-11 (ete)";"11";"27";"43";"65";"2";"15";"972";"1043";"14";"P"
"2024-06-10";"MF";"A";"Observation meteo du 2024-06-10 (ete)";"10";"29";"46";"65";"0";"11";"993";"1024";;
"2024-06-10";"MF";"B";"Observation meteo du 2024-06-10 (ete)";"15";"30";"42";"62";"2";"10";"973";"1000";;
"2024-06-09";"MF";"A";"Observation meteo du 2024-06-09 (ete)";"13";"29";"42";"60";"2";"10";"979";"1050";;
"2024-06-09";"MF";"B";"Observation meteo du 2024-06-09 (ete)";"13";"27";"49";"60";"2";"12";"977";"995";;
"2024-06-08";"MF";"A";"Observation meteo du 2024-06-08 (ete)";"10";"27";"47";"63";"4";"10";"983";"994";;
"2024-06-08";"MF";"B";"Observation meteo du 2024-06-08 (ete)";"13";"25";"47";"62";"2";"11";"962";"993";"18";"P"
"2024-06-07";"MF";"A";"Observation meteo du 2024-06-07 (ete)";"13";"26";"44";"70";"3";"15";"986";"1047";"23";"B"
"2024-06-07";"MF";"B";"Observation meteo du 2024-06-07 (ete)";"10";"29";"40";"64";"5";"15";"982";"1033";"17";"B"
"2024-06-06";"MF";"A";"Observation meteo du 2024-06-06 (ete)";"10";"29";"45";"67";"5";"12";"980";"1022";"17";"B"
"2024-06-06";"MF";"B";"Observation meteo du 2024-06-06 (ete)";"12";"26";"46";"61";"4";"15";"959";"1023";;
"2024-06-05";"MF";"A";"Observation meteo du 2024-06-05 (ete)";"13";"26";"41";"67";"0";"14";"975";"1030";"11";"P"
"2024-06-05";"MF";"B";"Observation meteo du 2024-06-05 (ete)";"10";"28";"46";"60";"0";"12";"968";"1029";"11";"B"
"2024-06-04";"MF";"A";"Observation meteo du 2024-06-04 (ete)";"11";"26";"44";"69";"1";"14";"962";"991";;
"2024-06-04";"MF";"B";"Observation meteo du 2024-06-04 (ete)";"13";"25";"40";"64";"5";"13";"979";"998";;
"2024-06-03";"MF";"A";"Observation meteo du 2024-06-03 (ete)";"11";"29";"43";"63";"1";"15";"997";"1021";;
"2024-06-03";"MF";"B";"Observation meteo du 2024-06-03 (ete)";"10";"27";"43";"65";"4";"12";"983";"1007";;
"2024-06-02";"MF";"A";"Observation meteo du 2024-06-02 (ete)";"11";"30";"43";"70";"4";"10";"972";"1019";;
"2024-06-02";"MF";"B";"Observation meteo du 2024-06-02 (ete)";"12";"27";"45";"68";"0";"14";"973";"1044";;
"2024-06-01";"MF";"A";"Observation meteo du 2024-06-01 (ete)";"15";"29";"43";"60";"2";"12";"982";"1025";;
"2024-06-01";"MF";"B";"Observation meteo du 2024-06-01 (ete)";"14";"26";"49";"67";"1";"11";"959";"1050";;
"2024-05-31";"MF";"A";"Observation meteo du 2024-05-31 (printemps)";"-2";"14";"50";"77";"5";"21";"974";"1012";"28";"B"
"2024-05-31";"MF";"B";"Observation meteo du 2024-05-31 (printemps)";"-1";"15";"50";"72";"10";"20";"954";"1035";"9";"P"
"2024-05-30";"MF";"A";"Observation meteo du 2024-05-30 (printemps)";"0";"14";"60";"74";"10";"22";"972";"1018";"20";"P"
"2024-05-30";"MF";"B";"Observation meteo du 2024-05-30 (printemps)";"-5";"11";"58";"76";"8";"22";"983";"1022";;
"2024-05-29";"MF";"A";"Observation meteo du 2024-05-29 (printemps)";"-5";"15";"50";"80";"6";"22";"958";"996";"25";"P"
"2024-05-29";"MF";"B";"Observation meteo du 2024-05-29 (printemps)";"-5";"10";"58";"73";"7";"21";"981";"1010";;
"2024-05-28";"MF";"A";"Observation meteo du 2024-05-28 (printemps)";"0";"13";"55";"75";"7";"23";"988";"1032";"7";"P"
"2024-05-28";"MF";"B";"Observation meteo du 2024-05-28 (printemps)";"-3";"12";"52";"77";"5";"25";"977";"1002";"7";"B"
"2024-05-27";"MF";"A";"Observation meteo du 2024-05-27 (printemps)";"-2";"12";"53";"80";"10";"21";"980";"1002";"6";"P"
"2024-05-27";"MF";"B";"Observation meteo du 2024-05-27 (printemps)";"-2";"11";"54";"74";"8";"20";"974";"1027";;
"2024-05-26";"MF";"A";"Observation meteo du 2024-05-26 (printemps)";"-4";"13";"53";"77";"8";"23";"986";"1044";"28";"B"
"2024-05-26";"MF";"B";"Observation meteo du 2024-05-26 (printemps)";"-1";"11";"55";"76";"8";"21";"977";"989";"23";"P"
"2024-05-25";"MF";"A";"Observation meteo du 2024-05-25 (printemps)";"-2";"15";"53";"74";"10";"22";"1000";"1039";"24";"B"
"2024-05-25";"MF";"B";"Observation meteo du 2024-05-25 (printemps)";"0";"14";"52";"77";"7";"24";"967";"1029";"15";"B"
"2024-05-24";"MF";"A";"Observation meteo du 2024-05-24 (printemps)";"-1";"15";"56";"76";"8";"21";"983";"1000";;
"2024-05-24";"MF";"B";"Observation meteo du 2024-05-24 (printemps)";"0";"11";"58";"77";"7";"23";"996";"1010";;
"2024-05-23";"MF";"A";"Observation meteo du 2024-05-23 (printemps)";"-4";"15";"50";"76";"5";"25";"1000";"1046";"28";"B"
"2024-05-23";"MF";"B";"Observation meteo du 2024-05-23 (printemps)";"-4";"13";"59";"79";"6";"21";"990";"1031";;
"2024-05-22";"MF";"A";"Observation meteo du 2024-05-22 (printemps)";"-5";"14";"60";"73";"5";"25";"965";"978";;
"2024-05-22";"MF";"B";"Observation meteo du 2024-05-22 (printemps)";"-4";"14";"57";"75";"9";"21";"998";"1016";;
"2024-05-21";"MF";"A";"Observation meteo du 2024-05-21 (printemps)";"-4";"15";"58";"77";"6";"22";"970";"1027";"15";"P"
"2024-05-21";"MF";"B";"Observation meteo du 2024-05-21 (printemps)";"-2";"12";"58";"77";"10";"21";"996";"1025";;
"2024-05-20";"MF";"A";"Observation meteo du 2024-05-20 (printemps)";"-5";"13";"54";"74";"7";"20";"981";"995";;
"2024-05-20";"MF";"B";"Observation meteo du 2024-05-20 (printemps)";"-1";"10";"58";"77";"9";"21";"988";"1007";"9";"B"
"2024-05-19";"MF";"A";"Observation meteo du 2024-05-19 (printemps)";"-1";"12";"52";"80";"8";"22";"1000";"1028";"10";"B"
"2024-05-19";"MF";"B";"Observation meteo du 2024-05-19 (printemps)";"-5";"13";"59";"77";"7";"23";"986";"996";;
"2024-05-18";"MF";"A";"Observation meteo du 2024-05-18 (printemps)";"-2";"13";"57";"74";"5";"23";"959";"995";;
"2024-05-18";"MF";"B";"Observation meteo du 2024-05-18 (printemps)";"-3";"11";"54";"74";"7";"23";"965";"1050";"19";"B"
"2024-05-17";"MF";"A";"Observation meteo du 2024-05-17 (printemps)";"-4";"14";"55";"80";"6";"21";"990";"1036";"27";"P"
"2024-05-17";"MF";"B";"Observation meteo du 2024-05-17 (printemps)";"-2";"14";"50";"79";"9";"24";"958";"1027";;
"2024-05-16";"MF";"A";"Observation meteo du 2024-05-16 (printemps)";"-5";"15";"59";"75";"7";"21";"952";"1027";;
"2024-05-16";"MF";"B";"Observation meteo du 2024-05-16 (printemps)";"-2";"15";"54";"79";"7";"20";"980";"1027";"16";"P"
"2024-05-15";"MF";"A";"Observation meteo du 2024-05-15 (printemps)";"-4";"12";"52";"78";"6";"23";"999";"1027";;
"2024-05-15";"MF";"B";"Observation meteo du 2024-05-15 (printemps)";"-4";"13";"59";"80";"5";"22";"986";"1042";"13";"P"
"2024-05-14";"MF";"A";"Observation meteo du 2024-05-14 (printemps)";"-2";"13";"51";"79";"8";"25";"969";"1040";"17";"P"
"2024-05-14";"MF";"B";"Observation meteo du 2024-05-14 (printemps)";"-5";"15";"55";"78";"9";"23";"986";"1006";;
"2024-05-13";"MF";"A";"Observation meteo du 2024-05-13 (printemps)";"-5";"13";"53";"71";"5";"24";"977";"1006";;
"2024-05-13";"MF";"B";"Observation meteo du 2024-05-13 (printemps)";"-3";"10";"59";"73";"5";"23";"956";"1027";"11";"P"
"2024-05-12";"MF";"A";"Observation meteo du 2024-05-12 (printemps)";"-2";"12";"57";"70";"10";"24";"990";"1025";"26";"B"
"2024-05-12";"MF";"B";"Observation meteo du 2024-05-12 (printemps)";"-1";"12";"59";"73";"7";"22";"960";"975";;
"2024-05-11";"MF";"A";"Observation meteo du 2024-05-11 (printemps)";"0";"11";"54";"72";"7";"21";"992";"1040";"8";"B"
"2024-05-11";"MF";"B";"Observation meteo du 2024-05-11 (printemps)";"-1";"10";"55";"71";"8";"22";"999";"1018";;
"2024-05-10";"MF";"A";"Observation meteo du 2024-05-10 (printemps)";"-1";"10";"54";"76";"9";"21";"994";"1014";;
"2024-05-10";"MF";"B";"Observation meteo du 2024-05-10 (printemps)";"-5";"11";"52";"71";"5";"23";"977";"1002";;
"2024-05-09";"MF";"A";"Observation meteo du 2024-05-09 (printemps)";"-4";"13";"54";"72";"7";"23";"959";"1018";;
"2024-05-09";"MF";"B";"Observation meteo du 2024-05-09 (printemps)";"-2";"12";"56";"78";"5";"25";"955";"1012";;
"2024-05-08";"MF";"A";"Observation meteo du 2024-05-08 (printemps)";"-5";"12";"53";"73";"6";"21";"970";"987";;
"2024-05-08";"MF";"B";"Observation meteo du 2024-05-08 (printemps)";"-5";"15";"60";"76";"6";"20";"986";"1005";;
"2024-05-07";"MF";"A";"Observation meteo du 2024-05-07 (printemps)";"-5";"12";"60";"70";"7";"21";"957";"1016";"5";"B"
"2024-05-07";"MF";"B";"Observation meteo du 2024-05-07 (printemps)";"-1";"12";"56";"70";"6";"24";"988";"1044";"28";"P"
"2024-05-06";"MF";"A";"Observation meteo du 2024-05-06 (printemps)";"-3";"14";"59";"80";"8";"23";"963";"985";;
"2024-05-06";"MF";"B";"Observation meteo du 2024-05-06 (printemps)";"-5";"12";"59";"73";"9";"20";"1000";"1028";;
"2024-05-05";"MF";"A";"Observation meteo du 2024-05-05 (printemps)";"-2";"14";"50";"77";"7";"24";"956";"1000";;
"2024-05-05";"MF";"B";"Observation meteo du 2024-05-05 (printemps)";"-5";"13";"50";"72";"6";"25";"970";"1022";"27";"P"
"2024-05-04";"MF";"A";"Observation meteo du 2024-05-04 (printemps)";"-5";"12";"55";"80";"10";"20";"960";"1012";;
"2024-05-04";"MF";"B";"Observation meteo du 2024-05-04 (printemps)";"0";"13";"52";"80";"7";"22";"963";"983";;
"2024-05-03";"MF";"A";"Observation meteo du 2024-05-03 (printemps)";"-2";"10";"53";"79";"10";"23";"974";"1027";;
"2024-05-03";"MF";"B";"Observation meteo du 2024-05-03 (printemps)";"-2";"14";"54";"77";"5";"22";"952";"995";;
"2024-05-02";"MF";"A";"Observation meteo du 2024-05-02 (printemps)";"0";"12";"54";"70";"9";"25";"956";"1050";"12";"B"
"2024-05-02";"MF";"B";"Observation meteo du 2024-05-02 (printemps)";"-1";"15";"60";"70";"10";"21";"990";"1016";"23";"B"
"2024-05-01";"MF";"A";"Observation meteo du 2024-05-01 (printemps)";"-4";"15";"59";"78";"7";"20";"971";"1011";"19";"B"
"2024-05-01";"MF";"B";"Observation meteo du 2024-05-01 (printemps)";"-1";"13";"51";"76";"10";"23";"960";"976";"29";"B"
