site_id;zone_id;placette_numero;peuplement_id;date_placette;hauteur;obstruction_type;taux_obstruction;couverture_type;taux_couverture;rang_arbre;arbre_id
"MF";"B";"1";"SAPI";"2024-05-12";"2";"T";"73";"graminees";"38";"2";"BETCOR"
"MF";"B";"1";"SAPI";"2024-05-12";"2";"T";"73";"graminees";"38";"3";"ACESAC"
"MF";"B";"1";"SAPI";"2024-05-12";"2";"T";"73";"mousses";"22";"1";"BETALL"
"MF";"B";"1";"SAPI";"2024-05-12";"2";"T";"73";"mousses";"22";"2";"BETCOR"
"MF";"B";"1";"SAPI";"2024-05-12";"2";"T";"73";"mousses";"22";"3";"ACESAC"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"fougeres";"23";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"fougeres";"23";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"fougeres";"23";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"graminees";"32";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"graminees";"32";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"graminees";"32";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"mousses";"38";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"mousses";"38";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"C";"25";"mousses";"38";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"fougeres";"23";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"fougeres";"23";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"fougeres";"23";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"graminees";"32";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"graminees";"32";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"graminees";"32";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"mousses";"38";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"mousses";"38";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"F";"39";"mousses";"38";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"fougeres";"23";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"fougeres";"23";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"fougeres";"23";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"graminees";"32";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"graminees";"32";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"graminees";"32";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"mousses";"38";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"mousses";"38";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"1";"T";"99";"mousses";"38";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"fougeres";"23";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"fougeres";"23";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"fougeres";"23";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"graminees";"32";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"graminees";"32";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"graminees";"32";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"mousses";"38";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"mousses";"38";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"C";"27";"mousses";"38";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"fougeres";"23";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"fougeres";"23";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"fougeres";"23";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"graminees";"32";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"graminees";"32";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"graminees";"32";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"mousses";"38";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"mousses";"38";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"F";"30";"mousses";"38";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"fougeres";"23";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"fougeres";"23";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"fougeres";"23";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"graminees";"32";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"graminees";"32";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"graminees";"32";"3";"BETPAP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"mousses";"38";"1";"SORSSP"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"mousses";"38";"2";"PICMAR"
"MF";"B";"2";"SABO";"2024-05-08";"2";"T";"58";"mousses";"38";"3";"BETPAP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"fougeres";"24";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"fougeres";"24";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"fougeres";"24";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"graminees";"34";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"graminees";"34";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"graminees";"34";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"mousses";"60";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"mousses";"60";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"C";"36";"mousses";"60";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"fougeres";"24";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"fougeres";"24";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"fougeres";"24";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"graminees";"34";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"graminees";"34";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"graminees";"34";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"mousses";"60";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"mousses";"60";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"F";"29";"mousses";"60";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"fougeres";"24";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"fougeres";"24";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"fougeres";"24";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"graminees";"34";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"graminees";"34";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"graminees";"34";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"mousses";"60";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"mousses";"60";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"1";"T";"87";"mousses";"60";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"fougeres";"24";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"fougeres";"24";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"fougeres";"24";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"graminees";"34";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"graminees";"34";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"graminees";"34";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"mousses";"60";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"mousses";"60";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"C";"36";"mousses";"60";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"fougeres";"24";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"fougeres";"24";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"fougeres";"24";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"graminees";"34";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"graminees";"34";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"graminees";"34";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"mousses";"60";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"mousses";"60";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"F";"18";"mousses";"60";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"fougeres";"24";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"fougeres";"24";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"fougeres";"24";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"graminees";"34";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"graminees";"34";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"graminees";"34";"3";"SORSSP"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"mousses";"60";"1";"BETCOR"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"mousses";"60";"2";"FAGGRA"
"MF";"B";"3";"ERHE";"2024-05-16";"2";"T";"84";"mousses";"60";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"fougeres";"39";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"fougeres";"39";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"fougeres";"39";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"graminees";"52";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"graminees";"52";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"graminees";"52";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"mousses";"18";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"mousses";"18";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"C";"11";"mousses";"18";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"fougeres";"39";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"fougeres";"39";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"fougeres";"39";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"graminees";"52";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"graminees";"52";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"graminees";"52";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"mousses";"18";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"mousses";"18";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"F";"26";"mousses";"18";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"fougeres";"39";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"fougeres";"39";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"fougeres";"39";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"graminees";"52";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"graminees";"52";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"graminees";"52";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"mousses";"18";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"mousses";"18";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"1";"T";"57";"mousses";"18";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"fougeres";"39";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"fougeres";"39";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"fougeres";"39";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"graminees";"52";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"graminees";"52";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"graminees";"52";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"mousses";"18";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"mousses";"18";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"C";"33";"mousses";"18";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"fougeres";"39";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"fougeres";"39";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"fougeres";"39";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"graminees";"52";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"graminees";"52";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"graminees";"52";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"mousses";"18";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"mousses";"18";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"F";"22";"mousses";"18";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"fougeres";"39";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"fougeres";"39";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"fougeres";"39";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"graminees";"52";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"graminees";"52";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"graminees";"52";"3";"SORSSP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"mousses";"18";"1";"BETCOR"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"mousses";"18";"2";"BETPAP"
"MF";"B";"4";"BEMI";"2024-05-02";"2";"T";"92";"mousses";"18";"3";"SORSSP"
