plant_id;date_identification;note_plant;site_id;zone_id;placette_numero;parcelle;date_debut_emplacement;date_fin_emplacement;est_actuel;note_emplacement;date_observation;note_observation;longueur;largeur;est_fruit;etat_id
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-08";"Observation du 2024-08-08 (ete)";"103";"120";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-11";"Observation du 2024-08-11 (ete)";"155";"83";;"D"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-14";"Observation du 2024-08-14 (ete)";"286";"201";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-16";"Observation du 2024-08-16 (ete)";"219";"193";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-21";"Observation du 2024-08-21 (ete)";"226";"102";;"B"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-22";"Observation du 2024-08-22 (ete)";"189";"134";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-26";"Observation du 2024-08-26 (ete)";"176";"135";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-29";"Observation du 2024-08-29 (ete)";"241";"93";;"D"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-08-31";"Observation du 2024-08-31 (ete)";"169";"220";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-09-01";"Observation du 2024-09-01 (automne)";"141";"80";;"O"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-09-05";"Observation du 2024-09-05 (automne)";"102";"101";;"B"
"1047";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"46";"2024-05-17";"2024-09-08";"true";"";"2024-09-08";"Observation du 2024-09-08 (automne)";"247";"176";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-05-11";"Observation du 2024-05-11 (printemps)";"114";"128";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-05-14";"Observation du 2024-05-14 (printemps)";"125";"106";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-05-20";"Observation du 2024-05-20 (printemps)";"103";"148";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-05-22";"Observation du 2024-05-22 (printemps)";"111";"46";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-05-24";"Observation du 2024-05-24 (printemps)";"91";"83";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-03";"Observation du 2024-06-03 (ete)";"188";"195";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-08";"Observation du 2024-06-08 (ete)";"325";"178";;"X"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-09";"Observation du 2024-06-09 (ete)";"288";"133";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-12";"Observation du 2024-06-12 (ete)";"94";"70";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-13";"Observation du 2024-06-13 (ete)";"208";"237";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-15";"Observation du 2024-06-15 (ete)";"220";"129";;"B"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-16";"Observation du 2024-06-16 (ete)";"333";"121";;"B"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-19";"Observation du 2024-06-19 (ete)";"138";"231";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-23";"Observation du 2024-06-23 (ete)";"324";"121";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-24";"Observation du 2024-06-24 (ete)";"250";"135";;"X"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-25";"Observation du 2024-06-25 (ete)";"253";"183";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-26";"Observation du 2024-06-26 (ete)";"150";"81";;"B"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-28";"Observation du 2024-06-28 (ete)";"199";"210";;"X"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-06-30";"Observation du 2024-06-30 (ete)";"130";"231";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-07-15";"Observation du 2024-07-15 (ete)";"200";"245";;"B"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-07-18";"Observation du 2024-07-18 (ete)";"276";"186";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-07-19";"Observation du 2024-07-19 (ete)";"327";"76";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-07-24";"Observation du 2024-07-24 (ete)";"176";"212";;"O"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-07-28";"Observation du 2024-07-28 (ete)";"190";"190";;"X"
"1048";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"47";"2024-05-08";"2024-08-05";"true";"";"2024-08-04";"Observation du 2024-08-04 (ete)";"270";"141";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-13";"Observation du 2024-05-13 (printemps)";"85";"53";;"B"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-14";"Observation du 2024-05-14 (printemps)";"159";"147";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-15";"Observation du 2024-05-15 (printemps)";"54";"121";;"C"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-16";"Observation du 2024-05-16 (printemps)";"148";"136";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-23";"Observation du 2024-05-23 (printemps)";"84";"85";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-28";"Observation du 2024-05-28 (printemps)";"179";"119";;"X"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-05-29";"Observation du 2024-05-29 (printemps)";"154";"121";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-06-02";"Observation du 2024-06-02 (ete)";"248";"69";;"X"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-06-05";"Observation du 2024-06-05 (ete)";"136";"87";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-06-15";"Observation du 2024-06-15 (ete)";"119";"174";;"B"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-06-23";"Observation du 2024-06-23 (ete)";"217";"221";;"B"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-06-26";"Observation du 2024-06-26 (ete)";"195";"109";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-06-28";"Observation du 2024-06-28 (ete)";"94";"212";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-01";"Observation du 2024-07-01 (ete)";"148";"51";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-10";"Observation du 2024-07-10 (ete)";"164";"129";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-11";"Observation du 2024-07-11 (ete)";"95";"210";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-13";"Observation du 2024-07-13 (ete)";"105";"57";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-20";"Observation du 2024-07-20 (ete)";"250";"130";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-21";"Observation du 2024-07-21 (ete)";"152";"242";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-22";"Observation du 2024-07-22 (ete)";"171";"216";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-24";"Observation du 2024-07-24 (ete)";"229";"149";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-28";"Observation du 2024-07-28 (ete)";"299";"201";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-30";"Observation du 2024-07-30 (ete)";"111";"177";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-07-31";"Observation du 2024-07-31 (ete)";"338";"109";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-11";"Observation du 2024-08-11 (ete)";"225";"153";;"X"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-15";"Observation du 2024-08-15 (ete)";"163";"115";;"X"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-17";"Observation du 2024-08-17 (ete)";"211";"201";;"B"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-20";"Observation du 2024-08-20 (ete)";"143";"195";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-23";"Observation du 2024-08-23 (ete)";"213";"58";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-25";"Observation du 2024-08-25 (ete)";"253";"116";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-26";"Observation du 2024-08-26 (ete)";"276";"204";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-08-27";"Observation du 2024-08-27 (ete)";"313";"160";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-09-02";"Observation du 2024-09-02 (automne)";"289";"176";;"O"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-09-06";"Observation du 2024-09-06 (automne)";"267";"82";;"X"
"1050";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"49";"2024-05-13";"2024-09-08";"true";"";"2024-09-08";"Observation du 2024-09-08 (automne)";"283";"96";;"B"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-05-16";"Observation du 2024-05-16 (printemps)";"156";"49";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-05-17";"Observation du 2024-05-17 (printemps)";"58";"87";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-05-21";"Observation du 2024-05-21 (printemps)";"43";"83";;"X"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-05-24";"Observation du 2024-05-24 (printemps)";"154";"129";;"N"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-05-30";"Observation du 2024-05-30 (printemps)";"126";"65";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-03";"Observation du 2024-06-03 (ete)";"86";"148";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-07";"Observation du 2024-06-07 (ete)";"339";"127";;"B"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-09";"Observation du 2024-06-09 (ete)";"151";"178";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-10";"Observation du 2024-06-10 (ete)";"295";"67";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-11";"Observation du 2024-06-11 (ete)";"330";"114";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-15";"Observation du 2024-06-15 (ete)";"325";"153";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-17";"Observation du 2024-06-17 (ete)";"154";"111";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-19";"Observation du 2024-06-19 (ete)";"104";"54";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-06-29";"Observation du 2024-06-29 (ete)";"151";"95";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-07-03";"Observation du 2024-07-03 (ete)";"263";"248";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-07-05";"Observation du 2024-07-05 (ete)";"120";"213";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-07-07";"Observation du 2024-07-07 (ete)";"109";"169";;"O"
"1051";"2024-05-09";"Plant observe en zone A";"MF";"A";"1";"50";"2024-05-15";"2024-07-13";"true";"";"2024-07-11";"Observation du 2024-07-11 (ete)";"344";"203";;"X"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-18";"Observation du 2024-05-18 (printemps)";"155";"44";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-19";"Observation du 2024-05-19 (printemps)";"144";"111";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-21";"Observation du 2024-05-21 (printemps)";"88";"93";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-22";"Observation du 2024-05-22 (printemps)";"80";"143";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-27";"Observation du 2024-05-27 (printemps)";"74";"118";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-29";"Observation du 2024-05-29 (printemps)";"182";"85";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-05-30";"Observation du 2024-05-30 (printemps)";"82";"24";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-05";"Observation du 2024-06-05 (ete)";"340";"215";;"B"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-06";"Observation du 2024-06-06 (ete)";"102";"103";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-07";"Observation du 2024-06-07 (ete)";"257";"101";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-09";"Observation du 2024-06-09 (ete)";"167";"247";;"C"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-14";"Observation du 2024-06-14 (ete)";"326";"51";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-17";"Observation du 2024-06-17 (ete)";"198";"246";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-06-27";"Observation du 2024-06-27 (ete)";"192";"229";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-07-07";"Observation du 2024-07-07 (ete)";"229";"90";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-07-11";"Observation du 2024-07-11 (ete)";"256";"103";;"B"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-07-17";"Observation du 2024-07-17 (ete)";"333";"151";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-07-23";"Observation du 2024-07-23 (ete)";"258";"137";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-07-25";"Observation du 2024-07-25 (ete)";"321";"163";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-01";"Observation du 2024-08-01 (ete)";"343";"131";;"X"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-02";"Observation du 2024-08-02 (ete)";"197";"150";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-06";"Observation du 2024-08-06 (ete)";"340";"247";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-08";"Observation du 2024-08-08 (ete)";"217";"130";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-09";"Observation du 2024-08-09 (ete)";"146";"69";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-10";"Observation du 2024-08-10 (ete)";"264";"97";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-12";"Observation du 2024-08-12 (ete)";"235";"239";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-08-13";"Observation du 2024-08-13 (ete)";"350";"147";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-01";"Observation du 2024-09-01 (automne)";"207";"146";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-06";"Observation du 2024-09-06 (automne)";"209";"135";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-08";"Observation du 2024-09-08 (automne)";"252";"142";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-12";"Observation du 2024-09-12 (automne)";"154";"132";;"D"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-13";"Observation du 2024-09-13 (automne)";"265";"155";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-17";"Observation du 2024-09-17 (automne)";"190";"151";;"B"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-19";"Observation du 2024-09-19 (automne)";"266";"89";;"N"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-20";"Observation du 2024-09-20 (automne)";"282";"140";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-21";"Observation du 2024-09-21 (automne)";"126";"123";;"O"
"1052";"2024-05-08";"Plant observe en zone A";"MF";"A";"1";"51";"2024-05-15";"2024-09-30";"true";"";"2024-09-25";"Observation du 2024-09-25 (automne)";"192";"159";;"B"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-14";"Observation du 2024-05-14 (printemps)";"119";"59";;"O"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-15";"Observation du 2024-05-15 (printemps)";"90";"43";;"B"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-17";"Observation du 2024-05-17 (printemps)";"192";"31";;"O"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-20";"Observation du 2024-05-20 (printemps)";"155";"39";;"X"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-21";"Observation du 2024-05-21 (printemps)";"129";"62";;"O"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-25";"Observation du 2024-05-25 (printemps)";"185";"140";;"O"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-27";"Observation du 2024-05-27 (printemps)";"83";"109";;"X"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-05-29";"Observation du 2024-05-29 (printemps)";"120";"51";;"B"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-06-07";"Observation du 2024-06-07 (ete)";"197";"230";;"O"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-06-08";"Observation du 2024-06-08 (ete)";"111";"92";;"X"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-06-12";"Observation du 2024-06-12 (ete)";"147";"65";;"O"
"1053";"2024-05-10";"Plant observe en zone A";"MF";"A";"1";"52";"2024-05-13";"2024-06-18";"true";"";"2024-06-16";"Observation du 2024-06-16 (ete)";"230";"218";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-05-16";"Observation du 2024-05-16 (printemps)";"63";"128";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-05-22";"Observation du 2024-05-22 (printemps)";"143";"143";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-05-24";"Observation du 2024-05-24 (printemps)";"165";"114";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-05-25";"Observation du 2024-05-25 (printemps)";"43";"65";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-05-28";"Observation du 2024-05-28 (printemps)";"154";"83";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-06-01";"Observation du 2024-06-01 (ete)";"106";"53";;"O"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-06-03";"Observation du 2024-06-03 (ete)";"296";"235";;"N"
"1055";"2024-05-07";"Plant observe en zone A";"MF";"A";"1";"54";"2024-05-12";"2024-08-06";"true";"";"2024-06-04";"Observation du 2024-06-04 (ete)";"315";"213";;"O"
