plantid;date;longueur;largeur;note
MMA2046;2017-07-15;67.10;120.22;Rien à signaler.
MMA2046;2017-08-15;136.53;101.30;Rien à signaler.
MMA2046;2017-09-15;136.18;130.90;Condition normale pour la saison.
MMA2046;2017-10-15;111.17;138.12;Condition normale pour la saison.
MMA2048;2017-05-15;94.11;61.83;Condition normale pour la saison.
MMA2048;2017-06-15;78.99;60.26;Condition normale pour la saison.
MMA2048;2017-07-15;192.98;74.87;Condition normale pour la saison.
MMA2048;2017-08-15;92.88;135.99;Rien à signaler.
MMA2048;2017-09-15;120.24;98.44;Condition normale pour la saison.
MMA2048;2017-10-15;132.35;71.37;Rien à signaler.
MMA2050;2017-05-15;61.76;149.65;Légère variabilité observée.
MMA2050;2017-06-15;182.32;71.47;Condition normale pour la saison.
MMA2050;2017-07-15;84.04;173.99;Condition normale pour la saison.
MMA2050;2017-08-15;54.85;157.96;Rien à signaler.
MMA2050;2017-09-15;79.27;138.21;Condition normale pour la saison.
MMA2050;2017-10-15;188.00;171.50;Rien à signaler.
MMA2052;2017-05-15;132.45;119.78;Rien à signaler.
MMA2052;2017-06-15;193.60;158.36;Légère variabilité observée.
MMA2052;2017-07-15;193.55;109.55;Condition normale pour la saison.
MMA2052;2017-08-15;52.61;108.64;Condition normale pour la saison.
MMA2052;2017-09-15;131.78;184.75;Condition normale pour la saison.
MMA2052;2017-10-15;181.12;60.35;Légère variabilité observée.
MMA2054;2017-05-15;61.62;121.57;Légère variabilité observée.
MMA2054;2017-06-15;164.95;140.67;Rien à signaler.
MMA2054;2017-07-15;164.26;172.51;Rien à signaler.
MMA2054;2017-08-15;65.40;90.97;Condition normale pour la saison.
MMA2054;2017-09-15;100.30;179.96;Rien à signaler.
MMA2054;2017-10-15;178.82;127.62;Rien à signaler.
MMA2056;2017-05-15;195.82;122.22;Rien à signaler.
MMA2056;2017-06-15;107.81;184.47;Condition normale pour la saison.
MMA2056;2017-07-15;108.26;148.78;Légère variabilité observée.
MMA2056;2017-08-15;127.89;175.83;Légère variabilité observée.
MMA2056;2017-09-15;157.29;129.69;Condition normale pour la saison.
MMA2056;2017-10-15;181.48;142.90;Rien à signaler.
MMA2058;2017-05-15;67.87;102.05;Légère variabilité observée.
MMA2058;2017-06-15;90.43;160.17;Condition normale pour la saison.
MMA2058;2017-07-15;159.47;176.67;Légère variabilité observée.
MMA2058;2017-08-15;195.19;78.95;Condition normale pour la saison.
MMA2058;2017-09-15;178.53;99.71;Condition normale pour la saison.
MMA2058;2017-10-15;173.84;96.61;Condition normale pour la saison.
MMA2060;2017-05-15;71.02;191.26;Légère variabilité observée.
MMA2060;2017-06-15;79.75;190.32;Condition normale pour la saison.
MMA2060;2017-07-15;177.62;74.98;Rien à signaler.
MMA2060;2017-08-15;101.62;166.41;Légère variabilité observée.
MMA2060;2017-09-15;71.46;138.04;Légère variabilité observée.
MMA2060;2017-10-15;50.92;107.22;Condition normale pour la saison.
MMA2062;2017-05-15;83.46;115.77;Condition normale pour la saison.
MMA2062;2017-06-15;84.79;136.12;Condition normale pour la saison.
MMA2062;2017-07-15;122.65;165.52;Condition normale pour la saison.
MMA2062;2017-08-15;175.29;89.47;Condition normale pour la saison.
MMA2062;2017-09-15;71.77;170.52;Rien à signaler.
MMA2062;2017-10-15;157.74;144.84;Légère variabilité observée.
MMA2064;2017-05-15;158.19;176.70;Condition normale pour la saison.
MMA2064;2017-06-15;55.95;65.46;Condition normale pour la saison.
MMA2064;2017-07-15;100.33;78.96;Condition normale pour la saison.
MMA2064;2017-08-15;179.25;165.96;Condition normale pour la saison.
MMA2064;2017-09-15;145.29;146.68;Condition normale pour la saison.
MMA2064;2017-10-15;140.73;54.04;Condition normale pour la saison.
MMA2066;2017-05-15;63.85;145.05;Légère variabilité observée.
MMA2066;2017-06-15;163.72;70.36;Légère variabilité observée.
MMA2066;2017-07-15;65.24;150.67;Condition normale pour la saison.
MMA2066;2017-08-15;115.92;76.82;Condition normale pour la saison.
MMA2066;2017-09-15;142.75;61.01;Rien à signaler.
MMA2066;2017-10-15;98.53;165.98;Rien à signaler.
MMA2068;2017-05-15;150.47;89.76;Condition normale pour la saison.
MMA2068;2017-06-15;61.97;163.78;Condition normale pour la saison.
MMA2068;2017-07-15;57.79;129.80;Rien à signaler.
MMA2068;2017-08-15;157.38;74.51;Légère variabilité observée.
MMA2068;2017-09-15;192.98;88.12;Condition normale pour la saison.
MMA2068;2017-10-15;130.63;80.62;Légère variabilité observée.
MMA2070;2017-05-15;119.68;57.03;Condition normale pour la saison.
MMA2070;2017-06-15;168.15;145.88;Condition normale pour la saison.
MMA2070;2017-07-15;95.44;67.66;Condition normale pour la saison.
MMA2070;2017-08-15;146.85;106.97;Condition normale pour la saison.
MMA2070;2017-09-15;60.13;173.10;Condition normale pour la saison.
MMA2070;2017-10-15;188.17;126.40;Condition normale pour la saison.
MMA2072;2017-05-15;197.66;125.71;Rien à signaler.
MMA2072;2017-06-15;99.59;96.57;Légère variabilité observée.
MMA2072;2017-07-15;82.17;180.62;Condition normale pour la saison.
MMA2072;2017-08-15;173.21;167.79;Légère variabilité observée.
MMA2072;2017-09-15;152.31;198.63;Légère variabilité observée.
MMA2072;2017-10-15;171.64;156.97;Légère variabilité observée.
MMA2074;2017-05-15;124.47;127.54;Rien à signaler.
MMA2074;2017-06-15;137.10;145.49;Condition normale pour la saison.
MMA2074;2017-07-15;179.97;136.65;Légère variabilité observée.
MMA2074;2017-08-15;180.33;52.81;Condition normale pour la saison.
MMA2074;2017-09-15;126.17;55.39;Rien à signaler.
MMA2074;2017-10-15;181.50;184.31;Condition normale pour la saison.
MMA2076;2017-05-15;73.48;163.70;Condition normale pour la saison.
MMA2076;2017-06-15;58.10;157.83;Condition normale pour la saison.
MMA2076;2017-07-15;114.57;149.11;Légère variabilité observée.
MMA2076;2017-08-15;60.20;101.75;Légère variabilité observée.
MMA2076;2017-09-15;96.44;98.09;Rien à signaler.
MMA2076;2017-10-15;106.38;51.40;Condition normale pour la saison.
MMA2078;2017-05-15;58.20;125.38;Condition normale pour la saison.
MMA2078;2017-06-15;109.16;91.45;Condition normale pour la saison.
MMA2078;2017-07-15;66.44;133.00;Condition normale pour la saison.
MMA2078;2017-08-15;67.54;188.38;Condition normale pour la saison.
MMA2078;2017-09-15;186.62;88.47;Condition normale pour la saison.
MMA2078;2017-10-15;154.74;96.24;Condition normale pour la saison.
MMA2080;2017-05-15;81.82;64.26;Condition normale pour la saison.
MMA2080;2017-06-15;92.04;163.17;Rien à signaler.
MMA2080;2017-07-15;67.21;152.08;Rien à signaler.
MMA2080;2017-08-15;54.48;73.37;Rien à signaler.
MMA2080;2017-09-15;184.74;108.46;Rien à signaler.
MMA2080;2017-10-15;196.46;198.75;Condition normale pour la saison.
MMA2082;2017-05-15;171.90;177.05;Condition normale pour la saison.
MMA2082;2017-06-15;107.59;84.41;Rien à signaler.
MMA2082;2017-07-15;126.42;143.99;Rien à signaler.
MMA2082;2017-08-15;111.27;174.57;Rien à signaler.
MMA2082;2017-09-15;117.40;53.63;Rien à signaler.
MMA2082;2017-10-15;144.80;117.36;Rien à signaler.
MMA2084;2017-05-15;63.20;116.92;Légère variabilité observée.
MMA2084;2017-06-15;62.96;73.54;Légère variabilité observée.
MMA2084;2017-07-15;51.16;147.98;Légère variabilité observée.
MMA2084;2017-08-15;61.26;130.86;Rien à signaler.
MMA2084;2017-09-15;167.11;83.10;Condition normale pour la saison.
MMA2084;2017-10-15;190.93;124.75;Rien à signaler.
MMA2086;2017-05-15;166.33;105.38;Légère variabilité observée.
MMA2086;2017-06-15;185.65;118.26;Condition normale pour la saison.
MMA2086;2017-07-15;63.19;56.47;Légère variabilité observée.
MMA2086;2017-08-15;131.70;108.34;Condition normale pour la saison.
MMA2086;2017-09-15;140.56;64.08;Condition normale pour la saison.
MMA2086;2017-10-15;106.54;105.48;Rien à signaler.
MMA2088;2017-05-15;77.90;57.44;Légère variabilité observée.
MMA2088;2017-06-15;190.50;120.55;Condition normale pour la saison.
MMA2088;2017-07-15;182.61;196.11;Rien à signaler.
MMA2088;2017-08-15;115.10;86.93;Condition normale pour la saison.
MMA2088;2017-09-15;86.26;82.14;Condition normale pour la saison.
MMA2088;2017-10-15;180.49;171.17;Condition normale pour la saison.
MMA2090;2017-05-15;183.93;89.45;Légère variabilité observée.
MMA2090;2017-06-15;58.54;95.06;Légère variabilité observée.
MMA2090;2017-07-15;122.81;67.97;Rien à signaler.
MMA2090;2017-08-15;74.09;146.32;Condition normale pour la saison.
MMA2090;2017-09-15;133.76;188.14;Légère variabilité observée.
MMA2090;2017-10-15;172.42;113.80;Condition normale pour la saison.
MMA2092;2017-05-15;86.23;82.17;Condition normale pour la saison.
MMA2092;2017-06-15;132.78;179.91;Condition normale pour la saison.
MMA2092;2017-07-15;169.92;59.23;Condition normale pour la saison.
MMA2092;2017-08-15;93.06;108.45;Condition normale pour la saison.
MMA2092;2017-09-15;157.85;107.61;Condition normale pour la saison.
MMA2092;2017-10-15;176.71;103.65;Condition normale pour la saison.
MMA2094;2017-05-15;156.74;99.27;Condition normale pour la saison.
MMA2094;2017-06-15;182.29;135.61;Rien à signaler.
MMA2094;2017-07-15;163.15;199.89;Rien à signaler.
MMA2094;2017-08-15;115.31;143.60;Condition normale pour la saison.
MMA2094;2017-09-15;114.23;173.89;Légère variabilité observée.
MMA2094;2017-10-15;54.08;88.23;Rien à signaler.
MMA2096;2017-05-15;112.88;147.38;Condition normale pour la saison.
MMA2096;2017-06-15;165.98;129.13;Légère variabilité observée.
MMA2096;2017-07-15;123.08;163.09;Légère variabilité observée.
MMA2096;2017-08-15;186.56;146.00;Rien à signaler.
MMA2096;2017-09-15;122.47;138.14;Légère variabilité observée.
MMA2096;2017-10-15;126.88;66.18;Condition normale pour la saison.
MMA2098;2017-05-15;72.60;157.80;Condition normale pour la saison.
MMA2098;2017-06-15;138.46;96.19;Légère variabilité observée.
MMA2098;2017-07-15;107.70;126.27;Légère variabilité observée.
MMA2098;2017-08-15;123.99;95.81;Rien à signaler.
MMA2098;2017-09-15;83.37;58.43;Condition normale pour la saison.
MMA2098;2017-10-15;64.76;114.23;Condition normale pour la saison.
MMA2100;2017-05-15;194.85;190.44;Condition normale pour la saison.
MMA2100;2017-06-15;102.10;154.92;Condition normale pour la saison.
MMA2100;2017-07-15;192.83;124.77;Condition normale pour la saison.
MMA2100;2017-08-15;193.50;198.68;Rien à signaler.
MMA2100;2017-09-15;116.93;83.20;Rien à signaler.
MMA2100;2017-10-15;141.58;197.13;Rien à signaler.
MMA3002;2017-05-15;138.90;96.61;Légère variabilité observée.
MMA3002;2017-06-15;67.39;123.02;Condition normale pour la saison.
MMA3002;2017-07-15;172.77;155.65;Condition normale pour la saison.
MMA3002;2017-08-15;106.48;128.17;Rien à signaler.
MMA3002;2017-09-15;112.18;52.13;Légère variabilité observée.
MMA3002;2017-10-15;155.03;132.02;Légère variabilité observée.
MMA3004;2017-05-15;111.74;128.61;Légère variabilité observée.
MMA3004;2017-06-15;73.53;181.95;Condition normale pour la saison.
MMA3004;2017-07-15;110.07;147.21;Condition normale pour la saison.
MMA3004;2017-08-15;68.33;94.01;Rien à signaler.
MMA3004;2017-09-15;73.11;176.99;Condition normale pour la saison.
MMA3004;2017-10-15;143.79;127.49;Condition normale pour la saison.
MMA3006;2017-05-15;167.01;181.48;Condition normale pour la saison.
MMA3006;2017-06-15;178.36;136.19;Condition normale pour la saison.
MMA3006;2017-07-15;89.76;139.23;Condition normale pour la saison.
MMA3006;2017-08-15;109.30;52.93;Légère variabilité observée.
MMA3006;2017-09-15;142.31;159.92;Condition normale pour la saison.
MMA3006;2017-10-15;62.98;140.36;Condition normale pour la saison.
MMA3008;2017-05-15;162.16;72.37;Condition normale pour la saison.
MMA3008;2017-06-15;110.84;90.74;Rien à signaler.
MMA3008;2017-07-15;161.51;167.71;Rien à signaler.
MMA3008;2017-08-15;99.37;125.01;Condition normale pour la saison.
MMA3008;2017-09-15;185.04;74.02;Rien à signaler.
MMA3008;2017-10-15;57.09;183.48;Condition normale pour la saison.
MMA3010;2017-05-15;128.57;98.10;Condition normale pour la saison.
MMA3010;2017-06-15;80.39;121.14;Condition normale pour la saison.
MMA3010;2017-07-15;50.16;78.44;Condition normale pour la saison.
MMA3010;2017-08-15;70.53;197.26;Rien à signaler.
MMA3010;2017-09-15;178.57;139.75;Condition normale pour la saison.
MMA3010;2017-10-15;119.45;108.51;Condition normale pour la saison.
MMA3012;2017-05-15;66.59;76.69;Condition normale pour la saison.
MMA3012;2017-06-15;100.93;93.04;Légère variabilité observée.
MMA3012;2017-07-15;143.53;145.78;Rien à signaler.
MMA3012;2017-08-15;198.12;72.15;Légère variabilité observée.
MMA3012;2017-09-15;125.78;68.08;Rien à signaler.
MMA3012;2017-10-15;104.05;100.32;Rien à signaler.
MMA3014;2017-05-15;76.96;182.61;Rien à signaler.
MMA3014;2017-06-15;137.35;73.64;Rien à signaler.
MMA3014;2017-07-15;112.58;166.45;Légère variabilité observée.
MMA3014;2017-08-15;173.11;133.78;Condition normale pour la saison.
MMA3014;2017-09-15;89.04;97.17;Condition normale pour la saison.
MMA3014;2017-10-15;78.89;74.70;Condition normale pour la saison.
MMA3016;2017-05-15;183.15;57.69;Condition normale pour la saison.
MMA3016;2017-06-15;148.82;194.28;Légère variabilité observée.
MMA3016;2017-07-15;170.00;128.27;Rien à signaler.
MMA3016;2017-08-15;124.33;147.08;Rien à signaler.
MMA3016;2017-09-15;108.72;180.11;Rien à signaler.
MMA3016;2017-10-15;70.84;63.98;Légère variabilité observée.
MMA3018;2017-05-15;65.39;73.74;Condition normale pour la saison.
MMA3018;2017-06-15;166.05;75.41;Condition normale pour la saison.
MMA3018;2017-07-15;195.55;169.18;Condition normale pour la saison.
MMA3018;2017-08-15;149.02;138.99;Légère variabilité observée.
MMA3018;2017-09-15;155.25;82.13;Rien à signaler.
MMA3018;2017-10-15;88.89;64.24;Condition normale pour la saison.
MMA3020;2017-05-15;103.86;134.03;Condition normale pour la saison.
MMA3020;2017-06-15;188.94;51.59;Condition normale pour la saison.
MMA3020;2017-07-15;85.48;175.13;Condition normale pour la saison.
MMA3020;2017-08-15;75.26;147.63;Légère variabilité observée.
MMA3020;2017-09-15;103.63;172.41;Rien à signaler.
MMA3020;2017-10-15;155.64;72.66;Condition normale pour la saison.
MMA3022;2017-05-15;68.99;160.86;Légère variabilité observée.
MMA3022;2017-06-15;162.75;125.66;Rien à signaler.
MMA3022;2017-07-15;178.64;102.98;Condition normale pour la saison.
MMA3022;2017-08-15;121.00;187.95;Rien à signaler.
MMA3022;2017-09-15;197.91;196.27;Légère variabilité observée.
MMA3022;2017-10-15;64.69;150.83;Condition normale pour la saison.
MMA3024;2017-05-15;151.07;178.19;Rien à signaler.
MMA3024;2017-06-15;68.31;131.36;Condition normale pour la saison.
MMA3024;2017-07-15;53.78;76.02;Condition normale pour la saison.
MMA3024;2017-08-15;190.55;142.47;Condition normale pour la saison.
MMA3024;2017-09-15;190.31;132.92;Rien à signaler.
MMA3024;2017-10-15;83.42;115.93;Légère variabilité observée.
MMA3026;2017-05-15;118.82;121.46;Rien à signaler.
MMA3026;2017-06-15;140.86;56.65;Légère variabilité observée.
MMA3026;2017-07-15;174.33;158.02;Rien à signaler.
MMA3026;2017-08-15;65.35;66.58;Condition normale pour la saison.
MMA3026;2017-09-15;185.42;183.71;Condition normale pour la saison.
MMA3026;2017-10-15;103.24;181.08;Légère variabilité observée.
MMA3028;2017-05-15;164.29;51.66;Rien à signaler.
MMA3028;2017-06-15;188.18;149.52;Légère variabilité observée.
MMA3028;2017-07-15;176.83;184.83;Condition normale pour la saison.
MMA3028;2017-08-15;161.27;150.15;Condition normale pour la saison.
MMA3028;2017-09-15;94.97;59.50;Légère variabilité observée.
MMA3028;2017-10-15;89.21;147.40;Condition normale pour la saison.
MMA3030;2017-05-15;129.05;158.67;Condition normale pour la saison.
MMA3030;2017-06-15;111.37;114.21;Rien à signaler.
MMA3030;2017-07-15;183.85;130.27;Condition normale pour la saison.
MMA3030;2017-08-15;94.94;179.01;Condition normale pour la saison.
MMA3030;2017-09-15;50.71;76.25;Condition normale pour la saison.
MMA3030;2017-10-15;106.58;152.12;Rien à signaler.
MMA3032;2017-05-15;159.89;57.56;Légère variabilité observée.
MMA3032;2017-06-15;87.91;120.53;Condition normale pour la saison.
MMA3032;2017-07-15;163.28;117.97;Condition normale pour la saison.
MMA3032;2017-08-15;111.78;157.88;Rien à signaler.
MMA3032;2017-09-15;120.38;147.16;Condition normale pour la saison.
MMA3032;2017-10-15;192.13;187.07;Condition normale pour la saison.
MMA3034;2017-05-15;198.35;99.13;Condition normale pour la saison.
MMA3034;2017-06-15;94.67;106.71;Condition normale pour la saison.
MMA3034;2017-07-15;71.25;107.99;Condition normale pour la saison.
MMA3034;2017-08-15;191.86;174.09;Rien à signaler.
MMA3034;2017-09-15;148.06;65.86;Rien à signaler.
MMA3034;2017-10-15;77.06;123.13;Condition normale pour la saison.
MMA3036;2017-05-15;56.41;103.66;Condition normale pour la saison.
MMA3036;2017-06-15;195.52;68.97;Rien à signaler.
MMA3036;2017-07-15;124.96;131.59;Condition normale pour la saison.
MMA3036;2017-08-15;161.13;189.98;Légère variabilité observée.
MMA3036;2017-09-15;184.90;182.49;Condition normale pour la saison.
MMA3036;2017-10-15;85.44;194.12;Condition normale pour la saison.
MMA3038;2017-05-15;149.86;176.69;Condition normale pour la saison.
MMA3038;2017-06-15;131.32;139.63;Rien à signaler.
MMA3038;2017-07-15;63.36;184.15;Légère variabilité observée.
MMA3038;2017-08-15;169.35;104.45;Condition normale pour la saison.
MMA3038;2017-09-15;142.08;150.52;Rien à signaler.
MMA3038;2017-10-15;63.14;52.82;Condition normale pour la saison.
MMA3040;2017-05-15;123.66;198.29;Condition normale pour la saison.
MMA3040;2017-06-15;81.36;65.86;Rien à signaler.
MMA3040;2017-07-15;176.92;189.76;Rien à signaler.
MMA3040;2017-08-15;138.36;116.21;Rien à signaler.
MMA3040;2017-09-15;177.46;95.50;Légère variabilité observée.
MMA3040;2017-10-15;69.87;172.18;Légère variabilité observée.
MMA3042;2017-05-15;138.27;127.81;Rien à signaler.
MMA3042;2017-06-15;161.99;120.89;Condition normale pour la saison.
MMA3042;2017-07-15;100.04;98.64;Légère variabilité observée.
MMA3042;2017-08-15;120.58;148.79;Condition normale pour la saison.
MMA3042;2017-09-15;93.30;143.19;Rien à signaler.
MMA3042;2017-10-15;72.26;99.54;Condition normale pour la saison.
MMA3044;2017-05-15;196.54;195.19;Condition normale pour la saison.
MMA3044;2017-06-15;93.44;170.75;Condition normale pour la saison.
MMA3044;2017-07-15;100.51;59.63;Condition normale pour la saison.
MMA3044;2017-08-15;106.43;156.23;Légère variabilité observée.
MMA3044;2017-09-15;156.07;120.84;Rien à signaler.
MMA3044;2017-10-15;173.16;137.64;Condition normale pour la saison.
MMA3046;2017-05-15;117.12;64.67;Condition normale pour la saison.
MMA3046;2017-06-15;62.17;85.09;Rien à signaler.
MMA3046;2017-07-15;156.20;135.48;Légère variabilité observée.
MMA3046;2017-08-15;137.11;60.46;Rien à signaler.
MMA3046;2017-09-15;56.28;107.39;Condition normale pour la saison.
MMA3046;2017-10-15;110.63;85.76;Condition normale pour la saison.
MMA3048;2017-05-15;148.80;187.06;Légère variabilité observée.
MMA3048;2017-06-15;77.82;152.87;Condition normale pour la saison.
MMA3048;2017-07-15;135.65;81.43;Légère variabilité observée.
MMA3048;2017-08-15;61.50;186.49;Condition normale pour la saison.
MMA3048;2017-09-15;174.85;126.24;Rien à signaler.
MMA3048;2017-10-15;150.09;81.24;Condition normale pour la saison.
MMA3050;2017-05-15;191.33;164.33;Rien à signaler.
MMA3050;2017-06-15;84.64;121.51;Rien à signaler.
MMA3050;2017-07-15;109.31;105.43;Rien à signaler.
MMA3050;2017-08-15;142.87;195.65;Condition normale pour la saison.
MMA3050;2017-09-15;82.67;105.82;Rien à signaler.
MMA3050;2017-10-15;136.17;169.81;Condition normale pour la saison.
MMA3052;2017-05-15;143.86;143.83;Condition normale pour la saison.
MMA3052;2017-06-15;111.44;144.92;Condition normale pour la saison.
MMA3052;2017-07-15;100.96;83.69;Rien à signaler.
MMA3052;2017-08-15;73.29;88.43;Légère variabilité observée.
MMA3052;2017-09-15;50.86;113.56;Condition normale pour la saison.
MMA3052;2017-10-15;134.03;119.19;Rien à signaler.
MMA3054;2017-05-15;76.51;165.57;Rien à signaler.
MMA3054;2017-06-15;70.06;82.11;Condition normale pour la saison.
MMA3054;2017-07-15;151.97;85.78;Légère variabilité observée.
MMA3054;2017-08-15;90.94;148.81;Légère variabilité observée.
MMA3054;2017-09-15;86.17;176.71;Légère variabilité observée.
MMA3054;2017-10-15;86.95;66.53;Condition normale pour la saison.
MMA3056;2017-05-15;117.30;96.61;Condition normale pour la saison.
MMA3056;2017-06-15;60.96;189.51;Légère variabilité observée.
MMA3056;2017-07-15;70.48;162.88;Rien à signaler.
MMA3056;2017-08-15;191.30;72.11;Rien à signaler.
MMA3056;2017-09-15;182.13;175.00;Condition normale pour la saison.
MMA3056;2017-10-15;167.81;148.29;Rien à signaler.
MMA3058;2017-05-15;96.46;120.40;Condition normale pour la saison.
MMA3058;2017-06-15;96.45;124.28;Condition normale pour la saison.
MMA3058;2017-07-15;146.13;179.67;Légère variabilité observée.
MMA3058;2017-08-15;66.51;73.03;Légère variabilité observée.
MMA3058;2017-09-15;196.56;115.38;Condition normale pour la saison.
MMA3058;2017-10-15;180.31;55.42;Condition normale pour la saison.
MMA3060;2017-05-15;197.73;94.74;Condition normale pour la saison.
MMA3060;2017-06-15;88.30;154.62;Condition normale pour la saison.
MMA3060;2017-07-15;63.90;65.43;Condition normale pour la saison.
MMA3060;2017-08-15;116.08;196.20;Rien à signaler.
MMA3060;2017-09-15;142.67;111.21;Rien à signaler.
MMA3060;2017-10-15;149.57;72.42;Légère variabilité observée.
MMA3062;2017-05-15;142.07;98.60;Rien à signaler.
MMA3062;2017-06-15;69.26;132.95;Condition normale pour la saison.
MMA3062;2017-07-15;59.59;108.39;Condition normale pour la saison.
MMA3062;2017-08-15;186.10;152.43;Légère variabilité observée.
MMA3062;2017-09-15;100.64;167.25;Condition normale pour la saison.
MMA3062;2017-10-15;157.33;133.56;Rien à signaler.
MMA3064;2017-05-15;103.54;138.56;Condition normale pour la saison.
MMA3064;2017-06-15;109.33;161.21;Condition normale pour la saison.
MMA3064;2017-07-15;140.09;52.16;Condition normale pour la saison.
MMA3064;2017-08-15;99.25;110.87;Légère variabilité observée.
MMA3064;2017-09-15;142.10;59.39;Rien à signaler.
MMA3064;2017-10-15;56.35;199.42;Condition normale pour la saison.
MMA3066;2017-05-15;132.29;177.60;Condition normale pour la saison.
MMA3066;2017-06-15;90.03;50.60;Condition normale pour la saison.
MMA3066;2017-07-15;100.22;70.77;Rien à signaler.
MMA3066;2017-08-15;72.50;143.15;Légère variabilité observée.
MMA3066;2017-09-15;122.46;191.48;Rien à signaler.
MMA3066;2017-10-15;60.30;181.51;Condition normale pour la saison.
MMA3068;2017-05-15;168.18;79.50;Condition normale pour la saison.
MMA3068;2017-06-15;160.50;154.92;Condition normale pour la saison.
MMA3068;2017-07-15;112.12;135.99;Légère variabilité observée.
MMA3068;2017-08-15;101.73;162.99;Condition normale pour la saison.
MMA3068;2017-09-15;85.44;131.23;Légère variabilité observée.
MMA3068;2017-10-15;177.67;183.96;Rien à signaler.
MMA3070;2017-05-15;112.10;55.74;Condition normale pour la saison.
MMA3070;2017-06-15;150.29;156.49;Condition normale pour la saison.
MMA3070;2017-07-15;55.00;154.35;Légère variabilité observée.
MMA3070;2017-08-15;183.30;119.74;Condition normale pour la saison.
MMA3070;2017-09-15;185.11;72.50;Légère variabilité observée.
MMA3070;2017-10-15;116.37;101.73;Condition normale pour la saison.
MMA3072;2017-05-15;90.59;110.09;Légère variabilité observée.
MMA3072;2017-06-15;103.28;181.74;Légère variabilité observée.
MMA3072;2017-07-15;139.42;134.84;Condition normale pour la saison.
MMA3072;2017-08-15;158.25;194.50;Condition normale pour la saison.
MMA3072;2017-09-15;158.68;123.91;Rien à signaler.
MMA3072;2017-10-15;155.30;181.58;Légère variabilité observée.
MMA3074;2017-05-15;121.13;81.83;Rien à signaler.
MMA3074;2017-06-15;139.30;91.81;Condition normale pour la saison.
MMA3074;2017-07-15;120.99;87.56;Condition normale pour la saison.
MMA3074;2017-08-15;155.12;113.71;Condition normale pour la saison.
MMA3074;2017-09-15;111.96;159.63;Légère variabilité observée.
MMA3074;2017-10-15;84.71;58.75;Légère variabilité observée.
MMA3076;2017-05-15;125.18;186.03;Condition normale pour la saison.
MMA3076;2017-06-15;160.91;156.70;Condition normale pour la saison.
MMA3076;2017-07-15;102.31;167.11;Condition normale pour la saison.
MMA3076;2017-08-15;71.56;190.51;Condition normale pour la saison.
MMA3076;2017-09-15;119.57;54.52;Légère variabilité observée.
MMA3076;2017-10-15;103.94;156.54;Légère variabilité observée.
MMA3078;2017-05-15;103.89;142.31;Condition normale pour la saison.
MMA3078;2017-06-15;102.43;80.23;Condition normale pour la saison.
MMA3078;2017-07-15;96.77;83.43;Condition normale pour la saison.
MMA3078;2017-08-15;161.11;101.07;Condition normale pour la saison.
MMA3078;2017-09-15;77.77;71.41;Condition normale pour la saison.
MMA3078;2017-10-15;95.63;86.97;Légère variabilité observée.
MMA3080;2017-05-15;91.84;140.39;Légère variabilité observée.
MMA3080;2017-06-15;70.58;128.16;Légère variabilité observée.
MMA3080;2017-07-15;152.62;178.87;Légère variabilité observée.
MMA3080;2017-08-15;145.97;92.14;Légère variabilité observée.
MMA3080;2017-09-15;54.28;172.17;Condition normale pour la saison.
MMA3080;2017-10-15;69.75;135.13;Condition normale pour la saison.
MMA3082;2017-05-15;168.78;80.60;Rien à signaler.
MMA3082;2017-06-15;101.38;146.08;Condition normale pour la saison.
MMA3082;2017-07-15;150.78;138.11;Rien à signaler.
MMA3082;2017-08-15;94.18;138.39;Condition normale pour la saison.
MMA3082;2017-09-15;174.99;190.74;Condition normale pour la saison.
MMA3082;2017-10-15;95.21;194.72;Légère variabilité observée.
MMA3084;2017-05-15;138.55;51.79;Légère variabilité observée.
MMA3084;2017-06-15;84.83;155.45;Condition normale pour la saison.
MMA3084;2017-07-15;175.23;192.97;Condition normale pour la saison.
MMA3084;2017-08-15;160.08;105.98;Condition normale pour la saison.
MMA3084;2017-09-15;68.50;151.29;Rien à signaler.
MMA3084;2017-10-15;138.79;103.25;Condition normale pour la saison.
MMA3086;2017-05-15;122.91;155.54;Condition normale pour la saison.
MMA3086;2017-06-15;122.98;88.27;Condition normale pour la saison.
MMA3086;2017-07-15;104.00;148.55;Légère variabilité observée.
MMA3086;2017-08-15;142.56;131.88;Condition normale pour la saison.
MMA3086;2017-09-15;80.70;137.20;Rien à signaler.
MMA3086;2017-10-15;50.37;157.87;Légère variabilité observée.
MMA3088;2017-05-15;110.94;65.85;Condition normale pour la saison.
MMA3088;2017-06-15;96.42;186.23;Condition normale pour la saison.
MMA3088;2017-07-15;75.76;58.70;Rien à signaler.
MMA3088;2017-08-15;81.10;168.38;Condition normale pour la saison.
MMA3088;2017-09-15;144.27;118.78;Condition normale pour la saison.
MMA3088;2017-10-15;193.57;74.43;Condition normale pour la saison.
MMA3090;2017-05-15;145.41;162.31;Légère variabilité observée.
MMA3090;2017-07-15;166.92;128.59;Légère variabilité observée.
MMA3090;2017-08-15;175.41;77.14;Légère variabilité observée.
MMA3090;2017-09-15;129.70;97.15;Condition normale pour la saison.
MMA3090;2017-10-15;129.81;94.81;Condition normale pour la saison.
MMA3092;2017-05-15;147.25;90.71;Rien à signaler.
