plantid;date;siteid;zoneid;placetteid;parcelleid;coordx;coordy;note
MMA2018;2017-09-15;S01;Z01;A2;11;0.35;0.35;Légère variabilité observée.
MMA2018;2017-10-15;S01;Z01;A2;11;0.39;0.23;Rien à signaler.
MMA2019;2017-05-15;S01;Z01;A2;11;0.43;0.12;Condition normale pour la saison.
MMA2019;2017-06-15;S01;Z01;A2;11;0.08;0.33;Rien à signaler.
MMA2019;2017-07-15;S01;Z01;A2;11;0.72;0.84;Condition normale pour la saison.
MMA2019;2017-08-15;S01;Z01;A2;11;0.80;0.05;Légère variabilité observée.
MMA2019;2017-09-15;S01;Z01;A2;11;0.41;0.45;Condition normale pour la saison.
MMA2019;2017-10-15;S01;Z01;A2;11;0.11;0.51;Condition normale pour la saison.
MMA2020;2017-05-15;S01;Z01;A2;11;0.35;0.64;Condition normale pour la saison.
MMA2020;2017-06-15;S01;Z01;A2;11;0.40;0.24;Condition normale pour la saison.
MMA2020;2017-07-15;S01;Z01;A2;11;0.10;0.57;Légère variabilité observée.
MMA2020;2017-08-15;S01;Z01;A2;11;0.26;0.44;Condition normale pour la saison.
MMA2020;2017-09-15;S01;Z01;A2;11;0.49;0.64;Rien à signaler.
MMA2020;2017-10-15;S01;Z01;A2;11;0.31;0.51;Légère variabilité observée.
MMA2021;2017-05-15;S01;Z01;A2;11;0.13;0.63;Condition normale pour la saison.
MMA2021;2017-06-15;S01;Z01;A2;11;0.79;0.10;Condition normale pour la saison.
MMA2021;2017-07-15;S01;Z01;A2;11;0.74;0.83;Légère variabilité observée.
MMA2021;2017-08-15;S01;Z01;A2;11;0.24;0.72;Rien à signaler.
MMA2021;2017-09-15;S01;Z01;A2;11;0.21;0.55;Légère variabilité observée.
MMA2021;2017-10-15;S01;Z01;A2;11;0.54;0.54;Légère variabilité observée.
MMA2022;2017-05-15;S01;Z01;A2;11;0.07;0.19;Légère variabilité observée.
MMA2022;2017-06-15;S01;Z01;A2;11;0.91;0.38;Condition normale pour la saison.
MMA2022;2017-07-15;S01;Z01;A2;11;0.67;0.05;Rien à signaler.
MMA2022;2017-08-15;S01;Z01;A2;11;0.57;0.15;Légère variabilité observée.
MMA2022;2017-09-15;S01;Z01;A2;11;0.65;0.39;Rien à signaler.
MMA2022;2017-10-15;S01;Z01;A2;11;0.78;0.20;Condition normale pour la saison.
MMA2023;2017-05-15;S01;Z01;A2;11;0.39;0.79;Condition normale pour la saison.
MMA2023;2017-06-15;S01;Z01;A2;11;0.54;0.11;Rien à signaler.
MMA2023;2017-07-15;S01;Z01;A2;11;0.30;0.80;Rien à signaler.
MMA2023;2017-08-15;S01;Z01;A2;11;0.56;0.64;Condition normale pour la saison.
MMA2023;2017-09-15;S01;Z01;A2;11;0.92;0.57;Condition normale pour la saison.
MMA2023;2017-10-15;S01;Z01;A2;11;0.60;0.12;Condition normale pour la saison.
MMA2024;2017-05-15;S01;Z01;A2;11;0.57;0.84;Légère variabilité observée.
MMA2024;2017-06-15;S01;Z01;A2;11;0.24;0.44;Légère variabilité observée.
MMA2024;2017-07-15;S01;Z01;A2;11;0.81;0.26;Rien à signaler.
MMA2024;2017-08-15;S01;Z01;A2;11;0.14;0.87;Condition normale pour la saison.
MMA2024;2017-09-15;S01;Z01;A2;11;0.35;0.25;Condition normale pour la saison.
MMA2024;2017-10-15;S01;Z01;A2;11;0.09;0.35;Condition normale pour la saison.
MMA2025;2017-05-15;S01;Z01;A2;11;0.60;0.11;Légère variabilité observée.
MMA2025;2017-06-15;S01;Z01;A2;11;0.59;0.81;Condition normale pour la saison.
MMA2025;2017-07-15;S01;Z01;A2;11;0.95;0.53;Rien à signaler.
MMA2025;2017-08-15;S01;Z01;A2;11;0.65;0.55;Rien à signaler.
MMA2025;2017-09-15;S01;Z01;A2;11;0.50;0.85;Rien à signaler.
MMA2025;2017-10-15;S01;Z01;A2;11;0.55;0.19;Condition normale pour la saison.
MMA2026;2017-05-15;S01;Z01;A2;11;0.20;0.33;Condition normale pour la saison.
MMA2026;2017-06-15;S01;Z01;A2;11;0.84;0.25;Condition normale pour la saison.
MMA2026;2017-07-15;S01;Z01;A2;11;0.83;0.42;Condition normale pour la saison.
MMA2026;2017-08-15;S01;Z01;A2;11;0.49;0.88;Condition normale pour la saison.
MMA2026;2017-09-15;S01;Z01;A2;11;0.16;0.53;Légère variabilité observée.
MMA2026;2017-10-15;S01;Z01;A2;11;0.88;0.42;Légère variabilité observée.
MMA2027;2017-05-15;S01;Z01;A2;11;0.84;0.05;Légère variabilité observée.
MMA2027;2017-06-15;S01;Z01;A2;11;0.95;0.78;Rien à signaler.
MMA2027;2017-07-15;S01;Z01;A2;11;0.83;0.10;Condition normale pour la saison.
MMA2027;2017-08-15;S01;Z01;A2;11;0.61;0.45;Légère variabilité observée.
MMA2027;2017-09-15;S01;Z01;A2;11;0.78;0.92;Condition normale pour la saison.
MMA2027;2017-10-15;S01;Z01;A2;11;0.11;0.47;Légère variabilité observée.
MMA2028;2017-05-15;S01;Z01;A2;11;0.14;0.43;Condition normale pour la saison.
MMA2028;2017-06-15;S01;Z01;A2;11;0.67;0.38;Légère variabilité observée.
MMA2028;2017-07-15;S01;Z01;A2;11;0.26;0.32;Légère variabilité observée.
MMA2028;2017-08-15;S01;Z01;A2;11;0.71;0.40;Rien à signaler.
MMA2028;2017-09-15;S01;Z01;A2;11;0.34;0.72;Condition normale pour la saison.
MMA2028;2017-10-15;S01;Z01;A2;11;0.21;0.25;Condition normale pour la saison.
MMA2029;2017-05-15;S01;Z01;A2;11;0.67;0.77;Condition normale pour la saison.
MMA2029;2017-06-15;S01;Z01;A2;11;0.79;0.65;Condition normale pour la saison.
MMA2029;2017-07-15;S01;Z01;A2;11;0.34;0.13;Condition normale pour la saison.
MMA2029;2017-08-15;S01;Z01;A2;11;0.82;0.29;Condition normale pour la saison.
MMA2029;2017-09-15;S01;Z01;A2;11;0.85;0.43;Légère variabilité observée.
MMA2029;2017-10-15;S01;Z01;A2;11;0.35;0.24;Condition normale pour la saison.
MMA2030;2017-05-15;S01;Z01;A2;11;0.75;0.33;Légère variabilité observée.
MMA2030;2017-06-15;S01;Z01;A2;11;0.46;0.87;Légère variabilité observée.
MMA2030;2017-07-15;S01;Z01;A2;11;0.86;0.31;Légère variabilité observée.
MMA2030;2017-08-15;S01;Z01;A2;11;0.37;0.65;Condition normale pour la saison.
MMA2030;2017-09-15;S01;Z01;A2;11;0.24;0.09;Condition normale pour la saison.
MMA2030;2017-10-15;S01;Z01;A2;11;0.94;0.20;Condition normale pour la saison.
MMA2031;2017-05-15;S01;Z01;A2;11;0.16;0.36;Légère variabilité observée.
MMA2031;2017-06-15;S01;Z01;A2;11;0.63;0.53;Rien à signaler.
MMA2031;2017-07-15;S01;Z01;A2;11;0.66;0.73;Rien à signaler.
MMA2031;2017-08-15;S01;Z01;A2;11;0.44;0.15;Condition normale pour la saison.
MMA2031;2017-09-15;S01;Z01;A2;11;0.17;0.78;Légère variabilité observée.
MMA2031;2017-10-15;S01;Z01;A2;11;0.25;0.45;Condition normale pour la saison.
MMA2032;2017-05-15;S01;Z01;A2;11;0.32;0.07;Légère variabilité observée.
MMA2032;2017-06-15;S01;Z01;A2;11;0.24;0.83;Condition normale pour la saison.
MMA2032;2017-07-15;S01;Z01;A2;11;0.12;0.24;Condition normale pour la saison.
MMA2032;2017-08-15;S01;Z01;A2;11;0.84;0.44;Légère variabilité observée.
MMA2032;2017-09-15;S01;Z01;A2;11;0.23;0.85;Condition normale pour la saison.
MMA2032;2017-10-15;S01;Z01;A2;11;0.18;0.23;Condition normale pour la saison.
MMA2033;2017-05-15;S01;Z01;A2;11;0.16;0.09;Condition normale pour la saison.
MMA2033;2017-06-15;S01;Z01;A2;11;0.92;0.17;Légère variabilité observée.
MMA2033;2017-07-15;S01;Z01;A2;11;0.28;0.08;Condition normale pour la saison.
MMA2033;2017-08-15;S01;Z01;A2;11;0.83;0.68;Légère variabilité observée.
MMA2033;2017-09-15;S01;Z01;A2;11;0.87;0.76;Condition normale pour la saison.
MMA2033;2017-10-15;S01;Z01;A2;11;0.79;0.08;Condition normale pour la saison.
MMA2034;2017-05-15;S01;Z01;A2;11;0.63;0.65;Condition normale pour la saison.
MMA2034;2017-06-15;S01;Z01;A2;11;0.36;0.57;Condition normale pour la saison.
MMA2034;2017-07-15;S01;Z01;A2;11;0.11;0.67;Rien à signaler.
MMA2034;2017-08-15;S01;Z01;A2;11;0.11;0.75;Condition normale pour la saison.
MMA2034;2017-09-15;S01;Z01;A2;11;0.79;0.93;Condition normale pour la saison.
MMA2034;2017-10-15;S01;Z01;A2;11;0.83;0.22;Condition normale pour la saison.
MMA2035;2017-05-15;S01;Z01;A2;11;0.78;0.82;Condition normale pour la saison.
MMA2035;2017-06-15;S01;Z01;A2;11;0.67;0.15;Rien à signaler.
MMA2035;2017-07-15;S01;Z01;A2;11;0.54;0.74;Condition normale pour la saison.
MMA2035;2017-08-15;S01;Z01;A2;11;0.52;0.27;Condition normale pour la saison.
MMA2035;2017-09-15;S01;Z01;A2;11;0.31;0.36;Condition normale pour la saison.
MMA2035;2017-10-15;S01;Z01;A2;11;0.18;0.79;Légère variabilité observée.
MMA2036;2017-05-15;S01;Z01;A2;11;0.83;0.65;Légère variabilité observée.
MMA2036;2017-06-15;S01;Z01;A2;11;0.07;0.19;Condition normale pour la saison.
MMA2036;2017-07-15;S01;Z01;A2;11;0.73;0.10;Rien à signaler.
MMA2036;2017-08-15;S01;Z01;A2;11;0.38;0.71;Condition normale pour la saison.
MMA2036;2017-09-15;S01;Z01;A2;11;0.88;0.70;Condition normale pour la saison.
MMA2036;2017-10-15;S01;Z01;A2;11;0.88;0.82;Condition normale pour la saison.
MMA2037;2017-05-15;S01;Z01;A2;11;0.05;0.91;Condition normale pour la saison.
MMA2037;2017-06-15;S01;Z01;A2;11;0.24;0.27;Condition normale pour la saison.
MMA2037;2017-07-15;S01;Z01;A2;11;0.71;0.12;Condition normale pour la saison.
MMA2037;2017-08-15;S01;Z01;A2;11;0.69;0.11;Légère variabilité observée.
MMA2037;2017-09-15;S01;Z01;A2;11;0.40;0.09;Condition normale pour la saison.
MMA2037;2017-10-15;S01;Z01;A2;11;0.71;0.35;Rien à signaler.
MMA2038;2017-05-15;S01;Z01;A2;11;0.81;0.49;Légère variabilité observée.
MMA2038;2017-06-15;S01;Z01;A2;11;0.36;0.29;Légère variabilité observée.
MMA2038;2017-07-15;S01;Z01;A2;11;0.07;0.16;Condition normale pour la saison.
MMA2038;2017-08-15;S01;Z01;A2;11;0.27;0.51;Rien à signaler.
MMA2038;2017-09-15;S01;Z01;A2;11;0.21;0.63;Condition normale pour la saison.
MMA2038;2017-10-15;S01;Z01;A2;11;0.19;0.69;Condition normale pour la saison.
MMA2039;2017-05-15;S01;Z01;A2;11;0.94;0.34;Condition normale pour la saison.
MMA2039;2017-06-15;S01;Z01;A2;11;0.81;0.06;Rien à signaler.
MMA2039;2017-07-15;S01;Z01;A2;11;0.26;0.82;Condition normale pour la saison.
MMA2039;2017-08-15;S01;Z01;A2;11;0.73;0.82;Condition normale pour la saison.
MMA2039;2017-09-15;S01;Z01;A2;11;0.52;0.22;Condition normale pour la saison.
MMA2039;2017-10-15;S01;Z01;A2;11;0.68;0.06;Condition normale pour la saison.
MMA2040;2017-05-15;S01;Z01;A2;11;0.44;0.40;Condition normale pour la saison.
MMA2040;2017-06-15;S01;Z01;A2;11;0.20;0.09;Condition normale pour la saison.
MMA2040;2017-07-15;S01;Z01;A2;11;0.89;0.22;Condition normale pour la saison.
MMA2040;2017-08-15;S01;Z01;A2;11;0.44;0.35;Légère variabilité observée.
MMA2040;2017-09-15;S01;Z01;A2;11;0.53;0.58;Condition normale pour la saison.
MMA2040;2017-10-15;S01;Z01;A2;11;0.25;0.64;Condition normale pour la saison.
MMA2041;2017-05-15;S01;Z01;A2;11;0.18;0.45;Légère variabilité observée.
MMA2041;2017-06-15;S01;Z01;A2;11;0.27;0.12;Condition normale pour la saison.
MMA2041;2017-07-15;S01;Z01;A2;11;0.38;0.27;Condition normale pour la saison.
MMA2041;2017-08-15;S01;Z01;A2;11;0.38;0.39;Légère variabilité observée.
MMA2041;2017-09-15;S01;Z01;A2;11;0.08;0.62;Rien à signaler.
MMA2041;2017-10-15;S01;Z01;A2;11;0.80;0.61;Rien à signaler.
MMA2042;2017-05-15;S01;Z01;A2;11;0.14;0.92;Légère variabilité observée.
MMA2042;2017-06-15;S01;Z01;A2;11;0.46;0.42;Rien à signaler.
MMA2042;2017-07-15;S01;Z01;A2;11;0.17;0.08;Condition normale pour la saison.
MMA2042;2017-08-15;S01;Z01;A2;11;0.57;0.89;Légère variabilité observée.
MMA2042;2017-09-15;S01;Z01;A2;11;0.13;0.42;Condition normale pour la saison.
MMA2042;2017-10-15;S01;Z01;A2;11;0.27;0.19;Légère variabilité observée.
MMA2043;2017-05-15;S01;Z01;A2;11;0.19;0.43;Rien à signaler.
MMA2043;2017-06-15;S01;Z01;A2;11;0.29;0.92;Condition normale pour la saison.
MMA2043;2017-07-15;S01;Z01;A2;11;0.44;0.77;Rien à signaler.
MMA2043;2017-08-15;S01;Z01;A2;11;0.20;0.38;Condition normale pour la saison.
MMA2043;2017-09-15;S01;Z01;A2;11;0.80;0.86;Légère variabilité observée.
MMA2043;2017-10-15;S01;Z01;A2;11;0.77;0.53;Légère variabilité observée.
MMA2044;2017-05-15;S01;Z01;A2;11;0.08;0.68;Légère variabilité observée.
MMA2044;2017-07-15;S01;Z01;A2;11;0.74;0.13;Condition normale pour la saison.
MMA2044;2017-08-15;S01;Z01;A2;11;0.11;0.46;Condition normale pour la saison.
MMA2044;2017-09-15;S01;Z01;A2;11;0.61;0.18;Rien à signaler.
MMA2044;2017-10-15;S01;Z01;A2;11;0.39;0.84;Rien à signaler.
MMA2045;2017-05-15;S01;Z01;A2;11;0.80;0.87;Rien à signaler.
MMA2045;2017-06-15;S01;Z01;A2;11;0.17;0.44;Condition normale pour la saison.
MMA2045;2017-07-15;S01;Z01;A2;11;0.48;0.94;Légère variabilité observée.
MMA2045;2017-08-15;S01;Z01;A2;11;0.07;0.70;Condition normale pour la saison.
MMA2045;2017-09-15;S01;Z01;A2;11;0.23;0.29;Rien à signaler.
MMA2045;2017-10-15;S01;Z01;A2;11;0.67;0.16;Condition normale pour la saison.
MMA2046;2017-05-15;S01;Z01;A2;11;0.10;0.73;Condition normale pour la saison.
MMA2046;2017-06-15;S01;Z01;A2;11;0.20;0.44;Condition normale pour la saison.
MMA2046;2017-07-15;S01;Z01;A2;11;0.12;0.18;Légère variabilité observée.
MMA2046;2017-08-15;S01;Z01;A2;11;0.34;0.27;Condition normale pour la saison.
MMA2046;2017-09-15;S01;Z01;A2;11;0.32;0.50;Condition normale pour la saison.
MMA2046;2017-10-15;S01;Z01;A2;11;0.63;0.58;Rien à signaler.
MMA2047;2017-05-15;S01;Z01;A2;11;0.33;0.70;Condition normale pour la saison.
MMA2047;2017-06-15;S01;Z01;A2;11;0.24;0.92;Légère variabilité observée.
MMA2047;2017-07-15;S01;Z01;A2;11;0.75;0.66;Rien à signaler.
MMA2047;2017-08-15;S01;Z01;A2;11;0.20;0.53;Condition normale pour la saison.
MMA2047;2017-09-15;S01;Z01;A2;11;0.21;0.15;Condition normale pour la saison.
MMA2047;2017-10-15;S01;Z01;A2;11;0.36;0.13;Condition normale pour la saison.
MMA2048;2017-05-15;S01;Z01;A2;11;0.10;0.95;Rien à signaler.
MMA2048;2017-06-15;S01;Z01;A2;11;0.53;0.62;Légère variabilité observée.
MMA2048;2017-07-15;S01;Z01;A2;11;0.68;0.12;Rien à signaler.
MMA2048;2017-08-15;S01;Z01;A2;11;0.90;0.91;Légère variabilité observée.
MMA2048;2017-09-15;S01;Z01;A2;11;0.32;0.56;Condition normale pour la saison.
MMA2048;2017-10-15;S01;Z01;A2;11;0.83;0.55;Condition normale pour la saison.
MMA2049;2017-05-15;S01;Z01;A2;11;0.89;0.85;Légère variabilité observée.
MMA2049;2017-06-15;S01;Z01;A2;11;0.47;0.50;Légère variabilité observée.
MMA2049;2017-07-15;S01;Z01;A2;11;0.22;0.70;Rien à signaler.
MMA2049;2017-08-15;S01;Z01;A2;11;0.57;0.65;Rien à signaler.
MMA2049;2017-09-15;S01;Z01;A2;11;0.59;0.56;Rien à signaler.
MMA2049;2017-10-15;S01;Z01;A2;11;0.34;0.65;Rien à signaler.
MMA2050;2017-05-15;S01;Z01;A2;11;0.26;0.93;Légère variabilité observée.
MMA2050;2017-06-15;S01;Z01;A2;11;0.82;0.44;Légère variabilité observée.
MMA2050;2017-07-15;S01;Z01;A2;11;0.10;0.47;Condition normale pour la saison.
MMA2050;2017-08-15;S01;Z01;A2;11;0.21;0.10;Condition normale pour la saison.
MMA2050;2017-09-15;S01;Z01;A2;11;0.71;0.64;Rien à signaler.
MMA2050;2017-10-15;S01;Z01;A2;11;0.36;0.77;Condition normale pour la saison.
MMA2051;2017-05-15;S01;Z01;A2;11;0.15;0.07;Rien à signaler.
MMA2051;2017-06-15;S01;Z01;A2;11;0.28;0.20;Légère variabilité observée.
MMA2051;2017-07-15;S01;Z01;A2;11;0.76;0.54;Légère variabilité observée.
MMA2051;2017-08-15;S01;Z01;A2;11;0.84;0.47;Légère variabilité observée.
MMA2051;2017-09-15;S01;Z01;A2;11;0.72;0.27;Légère variabilité observée.
MMA2051;2017-10-15;S01;Z01;A2;11;0.88;0.62;Condition normale pour la saison.
MMA2052;2017-05-15;S01;Z01;A2;11;0.19;0.13;Rien à signaler.
MMA2052;2017-06-15;S01;Z01;A2;11;0.50;0.09;Condition normale pour la saison.
MMA2052;2017-07-15;S01;Z01;A2;11;0.37;0.34;Condition normale pour la saison.
MMA2052;2017-08-15;S01;Z01;A2;11;0.76;0.29;Légère variabilité observée.
MMA2052;2017-09-15;S01;Z01;A2;11;0.75;0.46;Condition normale pour la saison.
MMA2052;2017-10-15;S01;Z01;A2;11;0.75;0.87;Légère variabilité observée.
MMA2053;2017-05-15;S01;Z01;A2;11;0.50;0.61;Légère variabilité observée.
MMA2053;2017-06-15;S01;Z01;A2;11;0.80;0.47;Condition normale pour la saison.
MMA2053;2017-07-15;S01;Z01;A2;11;0.94;0.36;Légère variabilité observée.
MMA2053;2017-08-15;S01;Z01;A2;11;0.08;0.26;Légère variabilité observée.
MMA2053;2017-09-15;S01;Z01;A2;11;0.66;0.85;Légère variabilité observée.
MMA2053;2017-10-15;S01;Z01;A2;11;0.84;0.28;Condition normale pour la saison.
MMA2054;2017-05-15;S01;Z01;A2;11;0.80;0.72;Condition normale pour la saison.
MMA2054;2017-06-15;S01;Z01;A2;11;0.88;0.47;Rien à signaler.
MMA2054;2017-07-15;S01;Z01;A2;11;0.31;0.26;Légère variabilité observée.
MMA2054;2017-08-15;S01;Z01;A2;11;0.89;0.66;Rien à signaler.
MMA2054;2017-09-15;S01;Z01;A2;11;0.18;0.60;Condition normale pour la saison.
MMA2054;2017-10-15;S01;Z01;A2;11;0.46;0.08;Rien à signaler.
MMA2055;2017-05-15;S01;Z01;A2;11;0.57;0.10;Rien à signaler.
MMA2055;2017-06-15;S01;Z01;A2;11;0.28;0.36;Condition normale pour la saison.
MMA2055;2017-07-15;S01;Z01;A2;11;0.17;0.47;Légère variabilité observée.
MMA2055;2017-08-15;S01;Z01;A2;11;0.49;0.77;Légère variabilité observée.
MMA2055;2017-09-15;S01;Z01;A2;11;0.14;0.34;Rien à signaler.
MMA2055;2017-10-15;S01;Z01;A2;11;0.34;0.18;Condition normale pour la saison.
MMA2056;2017-05-15;S01;Z01;A2;11;0.19;0.82;Condition normale pour la saison.
MMA2056;2017-06-15;S01;Z01;A2;11;0.45;0.38;Légère variabilité observée.
MMA2056;2017-07-15;S01;Z01;A2;11;0.51;0.50;Condition normale pour la saison.
MMA2056;2017-08-15;S01;Z01;A2;11;0.18;0.82;Condition normale pour la saison.
MMA2056;2017-09-15;S01;Z01;A2;11;0.35;0.65;Condition normale pour la saison.
MMA2056;2017-10-15;S01;Z01;A2;11;0.85;0.76;Légère variabilité observée.
MMA2057;2017-05-15;S01;Z01;A2;11;0.43;0.28;Rien à signaler.
MMA2057;2017-06-15;S01;Z01;A2;11;0.48;0.59;Légère variabilité observée.
MMA2057;2017-07-15;S01;Z01;A2;11;0.83;0.92;Condition normale pour la saison.
MMA2057;2017-08-15;S01;Z01;A2;11;0.85;0.66;Condition normale pour la saison.
MMA2057;2017-09-15;S01;Z01;A2;11;0.42;0.13;Condition normale pour la saison.
MMA2057;2017-10-15;S01;Z01;A2;11;0.27;0.19;Rien à signaler.
MMA2058;2017-05-15;S01;Z01;A2;11;0.46;0.38;Condition normale pour la saison.
MMA2058;2017-06-15;S01;Z01;A2;11;0.89;0.44;Rien à signaler.
MMA2058;2017-07-15;S01;Z01;A2;11;0.83;0.05;Légère variabilité observée.
MMA2058;2017-08-15;S01;Z01;A2;11;0.58;0.54;Rien à signaler.
MMA2058;2017-09-15;S01;Z01;A2;11;0.94;0.90;Rien à signaler.
MMA2058;2017-10-15;S01;Z01;A2;11;0.84;0.48;Rien à signaler.
MMA2059;2017-05-15;S01;Z01;A2;11;0.29;0.51;Légère variabilité observée.
MMA2059;2017-06-15;S01;Z01;A2;11;0.59;0.19;Légère variabilité observée.
MMA2059;2017-07-15;S01;Z01;A2;11;0.13;0.71;Rien à signaler.
MMA2059;2017-08-15;S01;Z01;A2;11;0.52;0.08;Condition normale pour la saison.
MMA2059;2017-09-15;S01;Z01;A2;11;0.83;0.44;Condition normale pour la saison.
MMA2059;2017-10-15;S01;Z01;A2;11;0.40;0.14;Condition normale pour la saison.
MMA2060;2017-05-15;S01;Z01;A2;11;0.75;0.48;Condition normale pour la saison.
MMA2060;2017-06-15;S01;Z01;A2;11;0.12;0.08;Condition normale pour la saison.
MMA2060;2017-07-15;S01;Z01;A2;11;0.46;0.76;Rien à signaler.
MMA2060;2017-08-15;S01;Z01;A2;11;0.27;0.91;Légère variabilité observée.
MMA2060;2017-09-15;S01;Z01;A2;11;0.32;0.87;Condition normale pour la saison.
MMA2060;2017-10-15;S01;Z01;A2;11;0.41;0.24;Condition normale pour la saison.
MMA2061;2017-05-15;S01;Z01;A2;11;0.44;0.37;Légère variabilité observée.
MMA2061;2017-06-15;S01;Z01;A2;11;0.39;0.70;Rien à signaler.
MMA2061;2017-07-15;S01;Z01;A2;11;0.59;0.41;Légère variabilité observée.
MMA2061;2017-08-15;S01;Z01;A2;11;0.40;0.50;Légère variabilité observée.
MMA2061;2017-09-15;S01;Z01;A2;11;0.14;0.37;Condition normale pour la saison.
MMA2061;2017-10-15;S01;Z01;A2;11;0.90;0.56;Condition normale pour la saison.
MMA2062;2017-05-15;S01;Z01;A2;11;0.59;0.53;Condition normale pour la saison.
MMA2062;2017-06-15;S01;Z01;A2;11;0.28;0.43;Condition normale pour la saison.
MMA2062;2017-07-15;S01;Z01;A2;11;0.87;0.33;Condition normale pour la saison.
MMA2062;2017-08-15;S01;Z01;A2;11;0.79;0.91;Condition normale pour la saison.
MMA2062;2017-09-15;S01;Z01;A2;11;0.91;0.21;Condition normale pour la saison.
MMA2062;2017-10-15;S01;Z01;A2;11;0.94;0.26;Condition normale pour la saison.
MMA2063;2017-05-15;S01;Z01;A2;11;0.80;0.22;Condition normale pour la saison.
MMA2063;2017-06-15;S01;Z01;A2;11;0.77;0.61;Rien à signaler.
MMA2063;2017-07-15;S01;Z01;A2;11;0.90;0.55;Rien à signaler.
MMA2063;2017-08-15;S01;Z01;A2;11;0.64;0.44;Rien à signaler.
MMA2063;2017-09-15;S01;Z01;A2;11;0.36;0.58;Condition normale pour la saison.
MMA2063;2017-10-15;S01;Z01;A2;11;0.40;0.60;Rien à signaler.
MMA2064;2017-05-15;S01;Z01;A2;11;0.44;0.06;Condition normale pour la saison.
MMA2064;2017-06-15;S01;Z01;A2;11;0.17;0.54;Condition normale pour la saison.
MMA2064;2017-07-15;S01;Z01;A2;11;0.87;0.57;Rien à signaler.
MMA2064;2017-08-15;S01;Z01;A2;11;0.63;0.84;Légère variabilité observée.
MMA2064;2017-09-15;S01;Z01;A2;11;0.86;0.23;Condition normale pour la saison.
MMA2064;2017-10-15;S01;Z01;A2;11;0.12;0.27;Légère variabilité observée.
MMA2065;2017-05-15;S01;Z01;A2;11;0.90;0.81;Légère variabilité observée.
MMA2065;2017-06-15;S01;Z01;A2;11;0.59;0.73;Condition normale pour la saison.
MMA2065;2017-07-15;S01;Z01;A2;11;0.90;0.58;Condition normale pour la saison.
MMA2065;2017-08-15;S01;Z01;A2;11;0.81;0.06;Condition normale pour la saison.
MMA2065;2017-09-15;S01;Z01;A2;11;0.48;0.84;Condition normale pour la saison.
MMA2065;2017-10-15;S01;Z01;A2;11;0.08;0.47;Condition normale pour la saison.
MMA2066;2017-05-15;S01;Z01;A2;11;0.15;0.07;Condition normale pour la saison.
MMA2066;2017-06-15;S01;Z01;A2;11;0.54;0.43;Légère variabilité observée.
MMA2066;2017-07-15;S01;Z01;A2;11;0.40;0.86;Condition normale pour la saison.
MMA2066;2017-08-15;S01;Z01;A2;11;0.95;0.57;Légère variabilité observée.
MMA2066;2017-09-15;S01;Z01;A2;11;0.45;0.72;Condition normale pour la saison.
MMA2066;2017-10-15;S01;Z01;A2;11;0.34;0.33;Condition normale pour la saison.
MMA2067;2017-05-15;S01;Z01;A2;11;0.59;0.72;Condition normale pour la saison.
MMA2067;2017-06-15;S01;Z01;A2;11;0.62;0.92;Condition normale pour la saison.
MMA2067;2017-07-15;S01;Z01;A2;11;0.62;0.91;Condition normale pour la saison.
MMA2067;2017-08-15;S01;Z01;A2;11;0.87;0.39;Légère variabilité observée.
MMA2067;2017-09-15;S01;Z01;A2;11;0.52;0.13;Rien à signaler.
MMA2067;2017-10-15;S01;Z01;A2;11;0.22;0.33;Légère variabilité observée.
MMA2068;2017-05-15;S01;Z01;A2;11;0.26;0.35;Légère variabilité observée.
MMA2068;2017-06-15;S01;Z01;A2;11;0.23;0.84;Rien à signaler.
MMA2068;2017-07-15;S01;Z01;A2;11;0.82;0.67;Rien à signaler.
MMA2068;2017-08-15;S01;Z01;A2;11;0.11;0.91;Rien à signaler.
MMA2068;2017-09-15;S01;Z01;A2;11;0.34;0.76;Légère variabilité observée.
MMA2068;2017-10-15;S01;Z01;A2;11;0.24;0.14;Condition normale pour la saison.
MMA2069;2017-05-15;S01;Z01;A2;11;0.34;0.64;Rien à signaler.
MMA2069;2017-06-15;S01;Z01;A2;11;0.39;0.16;Rien à signaler.
MMA2069;2017-07-15;S01;Z01;A2;11;0.72;0.27;Condition normale pour la saison.
MMA2069;2017-08-15;S01;Z01;A2;11;0.54;0.14;Rien à signaler.
MMA2069;2017-09-15;S01;Z01;A2;11;0.91;0.35;Rien à signaler.
MMA2069;2017-10-15;S01;Z01;A2;11;0.60;0.21;Condition normale pour la saison.
MMA2070;2017-05-15;S01;Z01;A2;11;0.75;0.10;Légère variabilité observée.
MMA2070;2017-06-15;S01;Z01;A2;11;0.93;0.46;Condition normale pour la saison.
MMA2070;2017-07-15;S01;Z01;A2;11;0.10;0.84;Condition normale pour la saison.
MMA2070;2017-08-15;S01;Z01;A2;11;0.15;0.14;Rien à signaler.
MMA2070;2017-09-15;S01;Z01;A2;11;0.08;0.82;Condition normale pour la saison.
MMA2070;2017-10-15;S01;Z01;A2;11;0.70;0.43;Rien à signaler.
MMA2071;2017-05-15;S01;Z01;A2;11;0.19;0.56;Condition normale pour la saison.
MMA2071;2017-06-15;S01;Z01;A2;11;0.67;0.71;Condition normale pour la saison.
MMA2071;2017-07-15;S01;Z01;A2;11;0.08;0.51;Rien à signaler.
MMA2071;2017-08-15;S01;Z01;A2;11;0.91;0.56;Légère variabilité observée.
